
angularFrequency[G rad/s],amplitude
1200608657422851.0,0.3433143170205302
1200720853353831.5,0.04717193654052635
1200833049284812.0,-0.31446095932064544
1200945245215792.8,-0.1410205538334967
1201057441146773.2,0.3013519296155338
1201169637077753.8,1.334209469442482
1201281833008734.2,1.4157952845269495
1201394028939714.8,5.682757396721731
1201506224870695.5,1964816.3860793805
1201618420801676.0,0.5675768086597065
1201730616732656.5,2.170882678642641
1201842812663637.0,0.18444747876324968
1201955008594617.5,1.2843244373504397
1202067204525598.2,-0.2691130320863711
1202179400456578.8,-0.06461671426842604
1202291596387559.2,-0.5637544301253613
1202403792318539.8,0.12787447411019662
1202515988249520.2,-0.42894021690526085
1202628184180501.0,0.05995609986061972
1202740380111481.5,0.16335158374631706
1202852576042462.0,0.30568756377302825
1202964771973442.5,0.6047816643130417
1203076967904423.0,2.4719139482225017
1203189163835403.5,19.64352330513449
1203301359766384.2,0.2502052477767586
1203413555697364.8,0.9146474026989014
1203525751628345.2,-0.28431332430927425
1203637947559325.8,-0.08614399139559852
1203750143490306.2,-0.1882151420880697
1203862339421287.0,0.37492353091019576
1203974535352267.5,0.37621232958976186
1204086731283248.0,0.31784789290769333
1204198927214228.5,2.2640178946270675
1204311123145209.0,1.7721621393592277
1204423319076189.8,0.26827783680081985
1204535515007170.2,1.4286642637571234
1204647710938150.8,0.15239841036263263
1204759906869131.2,0.7146559541775707
1204872102800111.8,0.4203428818363474
1204984298731092.5,0.4170681218629884
1205096494662073.0,0.19417780682060362
1205208690593053.5,269431.2035330807
1205320886524034.0,-0.16381266150497
1205433082455014.5,0.1571044853609375
1205545278385995.2,0.3553898645283161
1205657474316975.8,0.3238204218905565
1205769670247956.2,2.3843447926513988
1205881866178936.8,1.5038341511530444
1205994062109917.2,0.20671142663015318
1206106258040898.0,0.7573080951083331
1206218453971878.5,1.0420179834836796
1206330649902859.0,-0.059675886168101024
1206442845833839.5,0.002003786734778897
1206555041764820.0,0.24739516519108004
1206667237695800.8,-0.16174396206070316
1206779433626781.2,-0.014328363665773385
1206891629557761.8,2.1973666629388746
1207003825488742.2,0.7375921349278282
1207116021419722.8,0.40481387777609834
1207228217350703.2,0.6085252894504664
1207340413281684.0,2.6157410705771307
1207452609212664.5,4.860810083197093
1207564805143645.0,0.9691516068234254
1207677001074625.5,0.29099924053655857
1207789197005606.0,0.33580664435220225
1207901392936586.8,0.02658775067699128
1208013588867567.2,-0.49088731384011547
1208125784798547.8,-0.39417079403312083
1208237980729528.2,-0.23606173388141352
1208350176660508.8,0.7966177959545506
1208462372591489.5,0.07862556091377233
1208574568522470.0,0.4426117250256476
1208686764453450.5,0.6419031332196689
1208798960384431.0,1.669813115393513
1208911156315411.5,1.3857445512084834
1209023352246392.2,2.2869466472836524
1209135548177372.8,0.142930602675705
1209247744108353.2,0.12584193834224264
1209359940039333.8,-0.29153954455282344
1209472135970314.2,-0.3910112660979237
1209584331901295.0,0.5031543691643088
1209696527832275.5,0.07345292417415138
1209808723763256.0,0.7173542427368034
1209920919694236.5,3451243.6157143987
1210033115625217.0,0.837232505261754
1210145311556197.8,0.6551518076113385
1210257507487178.2,37.95807878070967
1210369703418158.8,2.136497599791261
1210481899349139.2,-0.10201616908719383
1210594095280119.8,0.17246441733094275
1210706291211100.5,0.03138678412520922
1210818487142081.0,-0.39043472697111353
1210930683073061.5,-0.4953395012813103
1211042879004042.0,-0.10660770194653788
1211155074935022.5,0.9150757592086772
1211267270866003.0,3.3565024575833506
1211379466796983.8,1.2057870235511008
1211491662727964.2,0.9529945525229143
1211603858658944.8,2.186047963241298
1211716054589925.2,0.4314455981642043
1211828250520905.8,2.1544766204995653
1211940446451886.5,-0.19002792209185462
1212052642382867.0,0.012436675533304494
1212164838313847.5,-0.4759849648754897
1212277034244828.0,-0.4113334085280233
1212389230175808.5,-0.21613185728581039
1212501426106789.2,-0.04008769224807252
1212613622037769.8,1.4292508838913125
1212725817968750.2,0.9220245634729722
1212838013899730.8,3.31900985348521
1212950209830711.2,3.5785915168900853
1213062405761692.0,0.6871194665014723
1213174601692672.5,1.1171477955843825
1213286797623653.0,3.3601032442775978
1213398993554633.5,-0.3355644353381685
1213511189485614.0,-0.30496838076581
1213623385416594.8,-0.15624028613802185
1213735581347575.2,-0.12086485164384851
1213847777278555.8,-0.22376997818382732
1213959973209536.2,0.5290254364814676
1214072169140516.8,0.395327058161224
1214184365071497.5,1.271216474206191
1214296561002478.0,1.6929977601801052
1214408756933458.5,1.14445926970578
1214520952864439.0,1.0048159920690205
1214633148795419.5,3.7110140664898217
1214745344726400.2,0.46031848357070754
1214857540657380.8,0.20756892708865315
1214969736588361.2,-0.41060210162428395
1215081932519341.8,-0.09339574633249222
1215194128450322.2,-0.5348389272106442
1215306324381303.0,-0.3070741781687244
1215418520312283.5,0.5092823907825025
1215530716243264.0,1.2211742502440506
1215642912174244.5,1.5066751968575869
1215755108105225.0,1.506262352710316
1215867304036205.5,1.861997928345845
1215979499967186.2,1.1260997763817957
1216091695898166.8,1.3439050661843348
1216203891829147.2,1.174100903395615
1216316087760127.8,-0.03401050462274563
1216428283691108.2,-0.13932023051622763
1216540479622089.0,-0.6046761913841002
1216652675553069.5,-0.10273762118984835
1216764871484050.0,0.20680724781333407
1216877067415030.5,0.6245750233922369
1216989263346011.0,0.5505332012546207
1217101459276991.8,0.4813863850118267
1217213655207972.2,1.2191028669217996
1217325851138952.8,1.1087912129214779
1217438047069933.2,1.282886684820393
1217550243000913.8,0.7043194404824173
1217662438931894.5,0.5790773576480135
1217774634862875.0,1.8576658129458339
1217886830793855.5,1.7094916861568838
1217999026724836.0,0.042480804723972865
1218111222655816.5,-0.04493946019251394
1218223418586797.2,0.026308841452766248
1218335614517777.8,-0.1229898018377642
1218447810448758.2,0.42803047831769536
1218560006379738.8,0.7342357268719861
1218672202310719.2,1.8523290358420852
1218784398241700.0,0.8596304316840584
1218896594172680.5,0.7391181904223512
1219008790103661.0,0.8698593953089447
1219120986034641.5,0.8781640043833182
1219233181965622.0,0.3780866802237459
1219345377896602.5,0.09916897058042752
1219457573827583.2,-0.0982413015083851
1219569769758563.8,-0.16675437487006645
1219681965689544.2,0.38965302809225255
1219794161620524.8,0.1912751646575713
1219906357551505.2,0.5631562080331507
1220018553482486.0,1.3317715885683716
1220130749413466.5,2.8860515469804966
1220242945344447.0,1.1349634703531726
1220355141275427.5,2.0371049636936602
1220467337206408.0,2.0619675097013443
1220579533137388.8,0.4153094055364015
1220691729068369.2,0.5507465159375717
1220803924999349.8,-0.07352003730285717
1220916120930330.2,0.2494683134004659
1221028316861310.8,-0.05158811791643634
1221140512792291.5,-0.03984017209347197
1221252708723272.0,0.3406056672829886
1221364904654252.5,0.058344475748450336
1221477100585233.0,0.551806046138147
1221589296516213.5,0.8160529425530038
1221701492447194.2,0.6394300414987112
1221813688378174.8,1.0715216757963308
1221925884309155.2,0.6258870438070842
1222038080240135.8,0.8385448832859601
1222150276171116.2,1.3274053230944953
1222262472102097.0,0.8043667419964478
1222374668033077.5,0.2434896267898672
1222486863964058.0,-0.25808734114930154
1222599059895038.5,0.12479723286777887
1222711255826019.0,0.1457145648135537
1222823451756999.8,0.005643780082485068
1222935647687980.2,0.30607023714314835
1223047843618960.8,0.6196153773309727
1223160039549941.2,0.6042227993900938
1223272235480921.8,1.134568662016887
1223384431411902.5,1.0240601397941125
1223496627342883.0,0.8401023735380687
1223608823273863.5,1.0674267701385398
1223721019204844.0,0.4582160785704922
1223833215135824.5,0.586607220498983
1223945411066805.0,0.27734493775836716
1224057606997785.8,0.31199121539349445
1224169802928766.2,0.02828004564596231
1224281998859746.8,-0.005037364782951632
1224394194790727.2,0.07694675997477415
1224506390721707.8,0.2644950826990222
1224618586652688.5,1.4981230347644552
1224730782583669.0,0.5123951398001845
1224842978514649.5,1.1767667505976973
1224955174445630.0,1.210734163309772
1225067370376610.5,1.4116580396685214
1225179566307591.2,0.4925559820926968
1225291762238571.8,0.629065529602115
1225403958169552.2,0.46735864179856795
1225516154100532.8,0.4126538118596517
1225628350031513.2,0.2463670579663975
1225740545962494.0,-0.11427806241398754
1225852741893474.5,0.10849225339167938
1225964937824455.0,0.44212576317022445
1226077133755435.5,0.3854177540878349
1226189329686416.0,0.21927399136185052
1226301525617396.8,0.22442285089627287
1226413721548377.2,0.8247880474845198
1226525917479357.8,0.6679575867908455
1226638113410338.2,0.43329497975268505
1226750309341318.8,0.6927711500308283
1226862505272299.5,0.8648166309053866
1226974701203280.0,0.6914089509194348
1227086897134260.5,0.3318049258466693
1227199093065241.0,0.5157152333899199
1227311288996221.5,-0.056299193479949036
1227423484927202.2,0.9929975534532424
1227535680858182.8,0.10859474560267185
1227647876789163.2,0.5489569752251695
1227760072720143.8,0.012160538050003897
1227872268651124.2,0.43264673388017705
1227984464582105.0,0.7307592510019434
1228096660513085.5,0.4980865452681569
1228208856444066.0,1.0594425622919534
1228321052375046.5,0.9466744726001055
1228433248306027.0,1.0042328070631523
1228545444237007.5,0.3330345963112944
1228657640167988.2,0.9263710328692647
1228769836098968.8,0.42511167991437704
1228882032029949.2,0.08157587850412312
1228994227960929.8,0.0647405307864043
1229106423891910.2,-0.02528635037729296
1229218619822891.0,-0.020822414700456877
1229330815753871.5,0.22764359699668157
1229443011684852.0,0.1947856065890585
1229555207615832.5,0.5776188180998352
1229667403546813.0,1.066215201695857
1229779599477793.8,0.9672943291995639
1229891795408774.2,1.5452808318650453
1230003991339754.8,0.6385300098126612
1230116187270735.2,0.6126460910564695
1230228383201715.8,0.756316363799653
1230340579132696.5,0.7468558535523516
1230452775063677.0,0.6154106673293485
1230564970994657.5,-0.024174453573415945
1230677166925638.0,-0.2618090017403411
1230789362856618.5,-0.1694438673042586
1230901558787599.2,-0.12353557783309718
1231013754718579.8,0.012709566172961905
1231125950649560.2,0.2987037490609902
1231238146580540.8,0.2929870847962851
1231350342511521.2,0.9962029516407966
1231462538442502.0,1.0837319287439244
1231574734373482.5,0.8258310093689788
1231686930304463.0,0.8501729677883151
1231799126235443.5,1.4250613330029966
1231911322166424.0,1.5429525345044421
1232023518097404.5,1.407376113059681
1232135714028385.2,0.27595525121562936
1232247909959365.8,-0.2176630656226087
1232360105890346.2,-0.09846473501267757
1232472301821326.8,-0.11885883256803521
1232584497752307.2,-0.14779658197183496
1232696693683288.0,0.04853936602923901
1232808889614268.5,0.3606759913450822
1232921085545249.0,0.6857038835730443
1233033281476229.5,2.3588959802461655
1233145477407210.0,0.8585511584925184
1233257673338190.8,1.206133133261968
1233369869269171.2,1.0859552812787614
1233482065200151.8,0.902833427133496
1233594261131132.2,1.2153427825986418
1233706457062112.8,0.5352172150493348
1233818652993093.5,0.005852398612689525
1233930848924074.0,0.08248088932079055
1234043044855054.5,-0.32250703727632224
1234155240786035.0,-0.45655720198054917
1234267436717015.5,-0.10015918178719689
1234379632647996.2,0.19664737872763585
1234491828578976.8,0.13982038509992356
1234604024509957.2,0.6441892982021002
1234716220440937.8,0.9105039552307229
1234828416371918.2,1.9130046766124
1234940612302899.0,1.702716293437142
1235052808233879.5,1.5375755723353346
1235165004164860.0,0.8165194014934744
1235277200095840.5,0.7440814101924039
1235389396026821.0,0.1536492821060769
1235501591957801.8,-0.02236899653249016
1235613787888782.2,-0.3324685602991599
1235725983819762.8,-0.281690036263109
1235838179750743.2,-0.18018109092159185
1235950375681723.8,0.12680420782071566
1236062571612704.5,0.3768912522356712
1236174767543685.0,0.5972288765032309
1236286963474665.5,0.6680415673077035
1236399159405646.0,1.1074470897244755
1236511355336626.5,1.376105703679612
1236623551267607.0,0.8486823222509433
1236735747198587.8,1.243760336045732
1236847943129568.2,0.6937902462247665
1236960139060548.8,0.5330754404916703
1237072334991529.2,0.04631291103533612
1237184530922509.8,-0.15208455247262953
1237296726853490.5,-0.4498945356842441
1237408922784471.0,-0.10551201012620294
1237521118715451.5,-0.41353486049519134
1237633314646432.0,-0.015570094213606021
1237745510577412.5,0.25495702928220226
1237857706508393.2,0.6168446946914012
1237969902439373.8,1.1020915575405985
1238082098370354.2,0.7232907831918435
1238194294301334.8,1.8384355330093367
1238306490232315.2,1.7964612336306636
1238418686163296.0,1.0572587532797486
1238530882094276.5,0.9803961183606335
1238643078025257.0,0.383374014642409
1238755273956237.5,0.2130132295362258
1238867469887218.0,-0.1400603569362202
1238979665818198.8,-0.39894059818039773
1239091861749179.2,-0.353396971601571
1239204057680159.8,-0.47504876965571036
1239316253611140.2,-0.13030797464697408
1239428449542120.8,0.33066698277416545
1239540645473101.5,0.7334273724841257
1239652841404082.0,0.9239635010870008
1239765037335062.5,1.4558206262298714
1239877233266043.0,1.9170336873809262
1239989429197023.5,1.6046323573023642
1240101625128004.0,1.324871465402012
1240213821058984.8,0.6721113111283179
1240326016989965.2,0.5768800788616496
1240438212920945.8,-0.007724991211452812
1240550408851926.2,-0.060208419534308374
1240662604782907.0,-0.17608617430510035
1240774800713887.5,-0.4651763335979383
1240886996644868.0,-0.1417435337029025
1240999192575848.5,-0.308362974869609
1241111388506829.0,0.15827760596571402
1241223584437809.5,0.5430165111051924
1241335780368790.2,1.1009816510687918
1241447976299770.8,1.2620764123946504
1241560172230751.2,1.451681646964831
1241672368161731.8,1.5290091939812867
1241784564092712.2,1.3562320535534513
1241896760023693.0,1.1507482952530406
1242008955954673.5,0.835612596072694
