
wavelengths,amplitude
1070.1,0.8464549429861166
1070.2,1.1063600572222545
1070.3,1.1377525695568629
1070.4,1.160500475122478
1070.5,1.1218911585335574
1070.6,1.1054457221056249
1070.7,0.9008248445856888
1070.8,0.6834675952845504
1070.9,0.42619188560440363
1071.0,0.2213719070940775
1071.1,0.018364701838324934
1071.2,-0.11285820626709422
1071.3,-0.1684000255940464
1071.4,-0.17292012894487482
1071.5,-0.06702600100505059
1071.6,0.08439205397803123
1071.7,0.2968104778404746
1071.8,0.4889772369405975
1071.9,0.7158863555254804
1072.0,0.9332658669374969
1072.1,0.9880897223055477
1072.2,1.181820715960187
1072.3,1.2433398239727385
1072.4,1.108256415986935
1072.5,1.0230097172381938
1072.6,0.8139741555095088
1072.7,0.601046825553047
1072.8,0.4358573511641042
1072.9,0.17978453294910124
1073.0,0.008519431866891572
1073.1,-0.11106177407739369
1073.2,-0.12569942417598745
1073.3,-0.10817787082897617
1073.4,-0.020631323040841282
1073.5,0.11530501006424491
1073.6,0.29635411056520944
1073.7,0.5033775616313029
1073.8,0.7339599921421025
1073.9,0.9328267099358962
1074.0,1.1017555320804393
1074.1,1.142945719625715
1074.2,1.0622840119594732
1074.3,1.0747133582013184
1074.4,0.9971015862711945
1074.5,0.781308627545142
1074.6,0.6267438183975741
1074.7,0.3234152876136898
1074.8,0.1910328262317932
1074.9,0.05852244368742676
1075.0,-0.03914445370104308
1075.1,-0.07618213811127605
1075.2,-0.06904790840933822
1075.3,0.02219364792061221
1075.4,0.1548222302011693
1075.5,0.26529623210162245
1075.6,0.5944050970576626
1075.7,0.7153323677808981
1075.8,0.9433310458574137
1075.9,1.0216145560432608
1076.0,1.1070113531249453
1076.1,0.9799164598042386
1076.2,1.110346951189264
1076.3,0.8897985603276509
1076.4,0.7884173413771752
1076.5,0.5530674486078674
1076.6,0.3876276896963598
1076.7,0.18256156173910718
1076.8,0.057769114963921675
1076.9,-0.012023241624308845
1077.0,-0.07301378485254488
1077.1,-0.0681813070941083
1077.2,0.0008320006401828184
1077.3,0.16359878946960182
1077.4,0.4006925895602391
1077.5,0.5959186899406801
1077.6,0.6736121029514236
1077.7,0.8560044276745206
1077.8,0.9948480681848626
1077.9,0.977583274536954
1078.0,1.0786247564762654
1078.1,1.1050481421818206
1078.2,0.9935918054478898
1078.3,0.8019118620436844
1078.4,0.7326514156233783
1078.5,0.5455811600570396
1078.6,0.3110262234779033
1078.7,0.18516472996732353
1078.8,0.08423560410980241
1078.9,-0.05388170926068487
1079.0,-0.10650439517687178
1079.1,-0.060135631112558034
1079.2,0.006501588072942591
1079.3,0.1508393952504119
1079.4,0.2991351688492324
1079.5,0.4426111200451549
1079.6,0.5840784579766033
1079.7,0.7544691209686109
1079.8,1.0106271517802858
1079.9,1.0997811814726115
1080.0,1.0383246569676474
1080.1,1.156753545980892
1080.2,0.9496414065816903
1080.3,0.9604314174166372
1080.4,0.8599224080908665
1080.5,0.6189539108582763
1080.6,0.4294631017253633
1080.7,0.373255617024874
1080.8,0.22460574274931772
1080.9,0.044174324902388144
1081.0,-0.048538859210889636
1081.1,-0.11643626580041537
1081.2,-0.10575120011695371
1081.3,-0.015288127486280827
1081.4,0.03009358120042845
1081.5,0.13845590896922488
1081.6,0.3305460771994324
1081.7,0.44547563501704185
1081.8,0.6657761256975439
1081.9,0.6435954034977579
1082.0,0.9387662834233994
1082.1,1.0068881475747395
1082.2,1.0097816224049698
1082.3,1.0414250139551453
1082.4,1.030748400382988
1082.5,1.1051450649851764
1082.6,0.8664886596282235
1082.7,0.7727394748813248
1082.8,0.5594404181702918
1082.9,0.40118584359033027
1083.0,0.24512391832797628
1083.1,0.12846722372959699
1083.2,-0.006255449526145629
1083.3,-0.061702176790389536
1083.4,-0.10423296012635878
1083.5,-0.08802866519028966
1083.6,-0.029975279727764585
1083.7,0.09292959705562648
1083.8,0.17606193881778234
1083.9,0.3505211872022394
1084.0,0.3882653300162734
1084.1,0.5586515136719403
1084.2,0.7643268751170862
1084.3,1.0454028360178251
1084.4,1.0280425447752488
1084.5,1.1819576985276117
1084.6,1.0768515273743933
1084.7,1.1058557578292978
1084.8,1.0991836869075948
1084.9,0.903089076658754
1085.0,0.8415881289837712
1085.1,0.5848277379663291
1085.2,0.5017272458612586
1085.3,0.34628711827086067
1085.4,0.14006365604923332
1085.5,0.0006258068881130331
1085.6,-0.11427127703406177
1085.7,-0.16375619851319964
1085.8,-0.15158088163242034
1085.9,-0.09812676657600466
1086.0,-0.02267719445159863
1086.1,0.1045376419293327
1086.2,0.2709001743137312
1086.3,0.4938986452976443
1086.4,0.6925909504890636
1086.5,0.787541815579811
1086.6,0.9310975074370331
1086.7,1.0422662652586872
1086.8,1.2428503076597077
1086.9,1.2602300014095655
1087.0,1.2553490003839176
1087.1,1.171245999439357
1087.2,0.9125944319956426
1087.3,0.9042984369414752
1087.4,0.6392879718730445
1087.5,0.40930670915930323
1087.6,0.2558354619735921
1087.7,0.0798267977455605
1087.8,-0.006724013739732665
1087.9,-0.17238401439007198
1088.0,-0.20907846647534056
1088.1,-0.18288313710573642
1088.2,-0.16713586959514096
1088.3,-0.03930055981973001
1088.4,0.11131723639832843
1088.5,0.30168042133765366
1088.6,0.4658041316586736
1088.7,0.6522890681325004
1088.8,0.8245950316531935
1088.9,1.008586244787368
1089.0,1.1350125455727946
1089.1,1.2124943709938538
1089.2,1.1866682600605183
1089.3,1.1432067130579517
1089.4,1.2259623489283575
1089.5,0.9992413560457634
1089.6,0.8260500413919724
