
wavelengths[nm],amplitude_lambda,angularFrequency[G rad/s],amplitude
1201.9,0.9739170360006282,1348482894455214.0,1.0801386638446047
1202.0,1.0244149018140967,1348595090386194.8,1.034110425133695
1202.1,0.9861950904668652,1348707286317175.2,1.0104045126602965
1202.2,0.8398098544910859,1348819482248155.8,0.9368579270981298
1202.3,0.8133496397156629,1348931678179136.2,0.9183670894143164
1202.4,0.7082578539675808,1349043874110117.0,0.962140068882394
1202.5,0.6888320052203789,1349156070041097.5,1.0125085901728794
1202.6,0.604923284362753,1349268265972078.0,0.9401418171183323
1202.7,0.5619625662127132,1349380461903058.5,0.8098633888795492
1202.8,0.48685062639938603,1349492657834039.0,0.7609133717332399
1202.9,0.3687373664303612,1349604853765019.5,0.6398987368528422
1203.0,0.3430494925326233,1349717049696000.2,0.6281290425983294
1203.1,0.2731788276351901,1349829245626980.8,0.6432009151370094
1203.2,0.2275737146433403,1349941441557961.2,0.537696871792785
1203.3,0.13329480752328315,1350053637488941.8,0.4863788349929779
1203.4,0.0898662953242077,1350165833419922.5,0.38207699805999634
1203.5,0.054160366541085324,1350278029350903.0,0.2798592573220592
1203.6,-0.004499753733152145,1350390225281883.5,0.24205155455465233
1203.7,0.005964994425688008,1350502421212864.0,0.2477323430731006
1203.8,-0.03717753874990448,1350614617143844.5,0.15805448981333467
1203.9,-0.047407546671632016,1350726813074825.0,0.1813768894908307
1204.0,-0.09174694884682537,1350839009005805.8,0.055453780338385994
1204.1,-0.06789553405218646,1350951204936786.2,0.053820009903364684
1204.2,-0.05800498450721592,1351063400867766.8,-0.028943665012574754
1204.3,-0.0551711773377271,1351175596798747.2,-0.04533013181917658
1204.4,-0.04478714999618212,1351287792729727.8,-0.07623109254476997
1204.5,-0.010958916250863985,1351399988660708.5,-0.11398174507629044
1204.6,0.003752098550812829,1351512184591689.0,-0.06826293272588253
1204.7,0.04339581295443859,1351624380522669.5,-0.08312344654260839
1204.8,0.14581372770507606,1351736576453650.0,-0.14485460128783967
1204.9,0.15343792028015193,1351848772384630.5,-0.12354458083375504
1205.0,0.18221739697891048,1351960968315611.2,-0.09834556176414412
1205.1,0.2922605552877876,1352073164246591.8,-0.11027161927725726
1205.2,0.34059690854483715,1352185360177572.2,-0.06224224198838004
1205.3,0.3958847535063585,1352297556108552.8,-0.020055680644311718
1205.4,0.43137127949248594,1352409752039533.2,0.013243027455574334
1205.5,0.47379669949696507,1352521947970514.0,0.0456325541105066
1205.6,0.5973792261565992,1352634143901494.5,0.11523326805186235
1205.7,0.6449185591419117,1352746339832475.0,0.14385676028066707
1205.8,0.6804581557072082,1352858535763455.5,0.14669656703818854
1205.9,0.7033472278414005,1352970731694436.0,0.1829002874724135
1206.0,0.7301313958125804,1353082927625416.5,0.2728896932506819
1206.1,0.8319189194199708,1353195123556397.2,0.4310218615468342
1206.2,0.8461283453922314,1353307319487377.8,0.38266995407949966
1206.3,0.9003602188655776,1353419515418358.2,0.3985310753623963
1206.4,0.9339601340204643,1353531711349338.8,0.4980112995357009
1206.5,0.921135853423501,1353643907280319.5,0.4901686490639629
1206.6,0.931217637178077,1353756103211300.0,0.546486169253137
1206.7,0.9347774887288224,1353868299142280.5,0.5233653896105562
1206.8,1.0227635597574636,1353980495073261.0,0.7198593986533328
1206.9,0.9397632444011011,1354092691004241.5,0.7189267924246916
1207.0,0.9899327951793768,1354204886935222.0,0.8941685975251441
1207.1,0.8982082642413269,1354317082866202.8,0.9250124936418825
1207.2,0.8675541856504139,1354429278797183.2,0.8811205338552093
1207.3,0.8073505903826801,1354541474728163.8,0.9320628969097191
1207.4,0.7926055626751616,1354653670659144.2,0.9796214658711048
1207.5,0.8433203224234644,1354765866590124.8,0.8972309855645035
1207.6,0.7579970498559854,1354878062521105.5,0.8895998016382279
1207.7,0.758144018187011,1354990258452086.0,1.0335683589323834
1207.8,0.6008813074354734,1355102454383066.5,1.0333179156736836
1207.9,0.5685283901271289,1355214650314047.0,0.9671507690000144
1208.0,0.5899837052138981,1355326846245027.5,0.9469481116408996
1208.1,0.4980678757717524,1355439042176008.2,0.9942561346897982
1208.2,0.4674564666706285,1355551238106988.8,0.9298638135663768
1208.3,0.3909269649772098,1355663434037969.2,0.8849694186496416
1208.4,0.27644785000953015,1355775629968949.8,0.9004012194883546
1208.5,0.23809019961944167,1355887825899930.2,0.8140560613277745
1208.6,0.19837096300414236,1356000021830911.0,0.8347074489029025
1208.7,0.1611263575568564,1356112217761891.5,0.785314737824875
1208.8,0.13656533810825286,1356224413692872.0,0.7667864981713213
1208.9,0.08929835222096184,1356336609623852.5,0.6878781213120106
1209.0,0.01934516030008127,1356448805554833.0,0.650453270711029
1209.1,0.031050824707396514,1356561001485813.5,0.527990095812856
1209.2,-0.008042742961883105,1356673197416794.2,0.47055081585821046
1209.3,-0.01444986751620946,1356785393347774.8,0.4368083844481265
1209.4,-0.03193789560686177,1356897589278755.2,0.4176504279742702
1209.5,-0.027257146261975066,1357009785209735.8,0.3991328578627132
1209.6,-0.044781683738526985,1357121981140716.5,0.3341744334626249
1209.7,-0.049397263752584734,1357234177071697.0,0.3002036093321441
1209.8,0.013375600188027952,1357346373002677.5,0.26100638666215037
1209.9,0.017577792200041922,1357458568933658.0,0.1663001926064344
1210.0,0.03585864159933939,1357570764864638.5,0.13141858453209682
1210.1,0.05572307789856333,1357682960795619.0,0.12125952279292798
1210.2,0.0996919648251558,1357795156726599.8,0.09582817709927775
1210.3,0.15397864414264795,1357907352657580.2,0.06558185816814315
1210.4,0.2201820005420614,1358019548588560.8,0.0031268939081182676
1210.5,0.3287528978731542,1358131744519541.2,-0.01645634814001806
1210.6,0.3434361351618904,1358243940450522.0,-0.05753218099569979
1210.7,0.3112998105604129,1358356136381502.5,-0.04385594190340009
1210.8,0.37696094678516295,1358468332312483.0,-0.05569970423379993
1210.9,0.44085147412402764,1358580528243463.5,-0.05657636710161838
1211.0,0.49780977529945125,1358692724174444.0,-0.0391829582192048
1211.1,0.6660148370986321,1358804920105424.5,-0.01236397209504502
1211.2,0.6340505750673193,1358917116036405.2,0.007420017329183247
1211.3,0.6133353117798331,1359029311967385.8,0.008200893018214181
1211.4,0.7335660519054722,1359141507898366.2,0.039076606875100325
1211.5,0.741239310933649,1359253703829346.8,0.047090599930543535
1211.6,0.8631311604360344,1359365899760327.2,0.054707974929203346
1211.7,0.9533469870952156,1359478095691308.0,0.09365902579105063
1211.8,0.9594584958206014,1359590291622288.5,0.08299693843032174
1211.9,0.8690400383245673,1359702487553269.0,0.1551501970135022
1212.0,0.9193119485648195,1359814683484249.5,0.2216804431237124
1212.1,0.9883923272136768,1359926879415230.0,0.2617763599115748
1212.2,1.0373428466950954,1360039075346210.8,0.27483326880096326
1212.3,0.9591005054392555,1360151271277191.2,0.3228427758434215
1212.4,0.999005939294783,1360263467208171.8,0.34920471588236685
1212.5,0.9132271818848451,1360375663139152.2,0.462625465744629
1212.6,0.9524893905694131,1360487859070132.8,0.5380452123251069
1212.7,0.9082889449353858,1360600055001113.5,0.5720370037002063
1212.8,0.9918700390900723,1360712250932094.0,0.600074797889611
1212.9,0.8386261510636456,1360824446863074.5,0.681828313248274
1213.0,0.7928399750596579,1360936642794055.0,0.7034389841923572
1213.1,0.782064082453559,1361048838725035.5,0.8144217551769812
1213.2,0.7207198900885301,1361161034656016.0,0.7715819072665078
1213.3,0.7437301805760347,1361273230586996.8,0.8353467586316821
1213.4,0.6427272760255102,1361385426517977.2,0.857884153263446
1213.5,0.6253801353154901,1361497622448957.8,0.9320355402706283
1213.6,0.46433807559571,1361609818379938.2,0.971596056363983
1213.7,0.4158897835216949,1361722014310919.0,1.0098874295801241
1213.8,0.4232714051456075,1361834210241899.5,1.0223736076099894
1213.9,0.29445100086604525,1361946406172880.0,0.9801917019381622
1214.0,0.2649409113721916,1362058602103860.5,1.079425009927648
1214.1,0.2187353394265231,1362170798034841.0,1.0377523128245676
1214.2,0.16684975352297857,1362282993965821.5,1.0210847821575963
1214.3,0.11971775003431794,1362395189896802.2,1.0718245232447408
1214.4,0.09843079663722688,1362507385827782.8,1.152833639108753
1214.5,0.029488478683634092,1362619581758763.2,1.030791331824208
1214.6,-0.04826036228308465,1362731777689743.8,0.9996031190057096
1214.7,-0.06574152411488123,1362843973620724.5,1.0572243176942946
1214.8,-0.04765124958527285,1362956169551705.0,1.014419115096457
1214.9,-0.09180485088008898,1363068365482685.5,0.938755018880241
1215.0,-0.09691179804570157,1363180561413666.0,0.9912807268741946
1215.1,-0.11210143235840997,1363292757344646.5,0.9696887595674527
1215.2,-0.12076710580388005,1363404953275627.0,0.9126560790478945
1215.3,-0.11969402701379463,1363517149206607.8,0.7781357216835603
1215.4,-0.10212126410753741,1363629345137588.2,0.7143937555760318
1215.5,-0.10205571412398341,1363741541068568.8,0.5432076803600798
1215.6,-0.07757040580636673,1363853736999549.2,0.47429203677139625
1215.7,-0.05960567275512837,1363965932930529.8,0.4614049068569634
1215.8,-0.001445364585832253,1364078128861510.5,0.4334366179487311
1215.9,-0.0314912926471287,1364190324792491.0,0.40037075728147226
1216.0,0.05779655582830993,1364302520723471.5,0.4016738996001486
1216.1,0.10091208481862898,1364414716654452.0,0.34877784122800914
1216.2,0.1441658911720083,1364526912585432.5,0.2803343582335908
1216.3,0.19124610171922277,1364639108516413.2,0.17651707116175322
1216.4,0.2588949437883635,1364751304447393.8,0.19238375032488902
1216.5,0.318589544286167,1364863500378374.2,0.1466501809511936
1216.6,0.3900313825432375,1364975696309354.8,0.09039331227045876
1216.7,0.43726150946185033,1365087892240335.2,0.0351637495704958
1216.8,0.5278135348101638,1365200088171316.0,0.0063023553656816654
1216.9,0.5325971814398854,1365312284102296.5,0.007365132232496067
1217.0,0.5383310384288079,1365424480033277.0,-0.037153898565497674
1217.1,0.6330985823492036,1365536675964257.5,-0.12707842972926034
1217.2,0.7137484140619393,1365648871895238.0,-0.1658103376466292
1217.3,0.770313274981378,1365761067826218.5,-0.19781175902639694
1217.4,0.8876358133680792,1365873263757199.2,-0.20329418135871574
1217.5,0.8702390400680566,1365985459688179.8,-0.2012412665511091
1217.6,0.89144238740212,1366097655619160.2,-0.20300474467155827
1217.7,1.0276667451846422,1366209851550140.8,-0.2195887054364907
1217.8,1.0675522747074302,1366322047481121.5,-0.21208125273721246
1217.9,1.0418332231927652,1366434243412102.0,-0.20384814940075296
1218.0,1.112671282470794,1366546439343082.5,-0.2086254979669339
1218.1,1.0658786988538789,1366658635274063.0,-0.18498767223743398
1218.2,0.9893605929655973,1366770831205043.5,-0.15492731922374892
1218.3,1.0375646086435666,1366883027136024.0,-0.09467268199971246
1218.4,1.1143736425005593,1366995223067004.8,-0.07880177365571685
1218.5,1.129616841127387,1367107418997985.2,-0.03303213318233257
1218.6,1.0893935910044314,1367219614928965.8,0.024659074568393242
1218.7,1.0877821245772108,1367331810859946.2,0.03202043767244728
1218.8,1.0312304050007406,1367444006790926.8,0.08289527611752437
1218.9,1.000642877466374,1367556202721907.5,0.14939443867198196
1219.0,0.9778124956490518,1367668398652888.0,0.2672437207165972
1219.1,0.9541249290219105,1367780594583868.5,0.28212631822688244
1219.2,0.8153803885707033,1367892790514849.0,0.3138352846388196
1219.3,0.7753502955862597,1368004986445829.5,0.4069508935167268
1219.4,0.8888723062927276,1368117182376810.2,0.5349316801390566
1219.5,0.7931879220630491,1368229378307790.8,0.5714608204509072
1219.6,0.7183836068420614,1368341574238771.2,0.5536595100138635
1219.7,0.6300759775167941,1368453770169751.8,0.6239308145559771
1219.8,0.5458433282860661,1368565966100732.2,0.7181319683293026
1219.9,0.47845723398502044,1368678162031713.0,0.7725048315805798
1220.0,0.4373589420056291,1368790357962693.5,0.7444066382598186
1220.1,0.39065133110341244,1368902553893674.0,0.8077490198890558
1220.2,0.3525141874415423,1369014749824654.5,0.8699364135618793
1220.3,0.2648751710940167,1369126945755635.0,0.9971367642862538
1220.4,0.15954420289731444,1369239141686615.5,1.043002289147696
1220.5,0.04737171875892092,1369351337617596.2,1.031477744379083
1220.6,0.05730151683403845,1369463533548576.8,1.1038715669837218
1220.7,0.07507137131372056,1369575729479557.2,1.1397615025983865
1220.8,0.0037683237545396817,1369687925410537.8,1.05630676595101
1220.9,-0.10410304333170121,1369800121341518.5,1.1347045742519741
1221.0,-0.14018643048067925,1369912317272499.0,1.1643945025473295
1221.1,-0.15515797925668212,1370024513203479.5,1.1566870613716371
1221.2,-0.18349523058067324,1370136709134460.0,1.1370212156858661
1221.3,-0.19412387530322628,1370248905065440.5,1.0707593954088628
1221.4,-0.21153349362668103,1370361100996421.0,1.140799941984047
1221.5,-0.2437998241579803,1370473296927401.8,1.173056406547781
1221.6,-0.2517542217334974,1370585492858382.2,1.1773763076783719
1221.7,-0.22759086827890102,1370697688789362.8,1.2100355473518207
1221.8,-0.224060206960104,1370809884720343.2,1.1945474499470268
1221.9,-0.2333171805180068,1370922080651324.0,1.0779245340928314
1222.0,-0.20562146516053473,1371034276582304.5,1.0864145126256033
1222.1,-0.19346492786993535,1371146472513285.0,1.0484099479585183
1222.2,-0.17155787779960213,1371258668444265.5,1.084588786891972
1222.3,-0.1192341425866117,1371370864375246.0,0.9814657675660892
1222.4,-0.05915306295593448,1371483060306226.5,0.9467542290738418
1222.5,-0.05251990648013856,1371595256237207.2,0.9236112286148409
1222.6,0.01167823855638636,1371707452168187.8,0.8883371053140425
1222.7,0.06108963365743082,1371819648099168.2,0.762921754211911
1222.8,0.09967867079586955,1371931844030148.8,0.7501010352989524
1222.9,0.1276931871828364,1372044039961129.2,0.7051674717425099
1223.0,0.21292343152963147,1372156235892110.0,0.5433555205335733
1223.1,0.3066612082925348,1372268431823090.5,0.5659178834573857
1223.2,0.3380693315165482,1372380627754071.0,0.5132494113214322
1223.3,0.4205582301437583,1372492823685051.5,0.39484650982591735
1223.4,0.531045319699008,1372605019616032.0,0.3236459666256104
1223.5,0.5497583776360231,1372717215547012.8,0.30350549933165033
1223.6,0.5891905658795619,1372829411477993.2,0.21139659477843886
1223.7,0.6981267703404377,1372941607408973.8,0.1423024838901131
1223.8,0.754265406497419,1373053803339954.2,0.12432201282041323
1223.9,0.7390317547982096,1373165999270934.8,0.05466987066296922
1224.0,0.8624454432771222,1373278195201915.5,-0.05838881773818114
1224.1,0.8780057423365351,1373390391132896.0,-0.11631032205299657
1224.2,0.9234222952532928,1373502587063876.5,-0.129206750968206
1224.3,1.131347594725523,1373614782994857.0,-0.13985309465482057
1224.4,1.0744962626427563,1373726978925837.5,-0.188642904451451
1224.5,0.9804376882697778,1373839174856818.0,-0.23967168864160424
1224.6,1.0728956649868013,1373951370787798.8,-0.2699446469154215
1224.7,1.1232806413680372,1374063566718779.2,-0.29438703848958464
1224.8,1.1358142593792016,1374175762649759.8,-0.30082062033000634
1224.9,1.0726608066006713,1374287958580740.2,-0.3158885751574099
1225.0,1.1140677252856181,1374400154511721.0,-0.3368369256252085
1225.1,1.1540514022061388,1374512350442701.5,-0.3528838857878176
1225.2,1.1521626540936638,1374624546373682.0,-0.3553958578213421
1225.3,1.1076391949754183,1374736742304662.5,-0.3412716432960018
1225.4,1.1434534213108087,1374848938235643.0,-0.34748324959743687
1225.5,1.2164538112928478,1374961134166623.5,-0.34458311479677023
1225.6,1.1344564979891438,1375073330097604.2,-0.2906339096176445
1225.7,1.0209547297603319,1375185526028584.8,-0.25096903441469776
1225.8,1.0145085683937531,1375297721959565.2,-0.19671093503282233
1225.9,1.0195849568742468,1375409917890545.8,-0.17320001169454197
1226.0,0.9525755113530152,1375522113821526.5,-0.17415406950589601
1226.1,0.8795373969934664,1375634309752507.0,-0.12699543258950327
1226.2,0.887722827413046,1375746505683487.5,-0.05787101299312965
1226.3,0.8317857815014419,1375858701614468.0,-0.031435629602430244
1226.4,0.7135413301787218,1375970897545448.5,-0.041124664655034844
1226.5,0.7024043281684381,1376083093476429.0,0.05022777727447769
1226.6,0.643041860046919,1376195289407409.8,0.1580853960244475
1226.7,0.6057181979309001,1376307485338390.2,0.22827582990675666
1226.8,0.4383723981470884,1376419681269370.8,0.33290794551759717
1226.9,0.37824436321824356,1376531877200351.2,0.385492191821559
1227.0,0.41953433299096804,1376644073131331.8,0.3924763463159162
1227.1,0.2897527247007425,1376756269062312.5,0.4266794295611027
1227.2,0.20905194096822755,1376868464993293.0,0.5192107307585505
1227.3,0.17900305846617345,1376980660924273.5,0.5766432738872211
1227.4,0.15711663044635493,1377092856855254.0,0.548302204723748
1227.5,0.06231045136318729,1377205052786234.5,0.6357132012740262
1227.6,0.01866793984198344,1377317248717215.0,0.6901918023553593
1227.7,-0.03447406955945854,1377429444648195.8,0.7440213964204834
1227.8,-0.059343169531517984,1377541640579176.2,0.8200888300512691
1227.9,-0.11906308741672635,1377653836510156.8,0.8677432568482057
1228.0,-0.16784644301480575,1377766032441137.2,0.9671151299471356
1228.1,-0.19273869617617653,1377878228372118.0,1.026719341737582
1228.2,-0.22323989166356104,1377990424303098.5,0.9432569410990824
1228.3,-0.23019352596990866,1378102620234079.0,1.066760360745107
1228.4,-0.26284822805664804,1378214816165059.5,1.154301952333444
1228.5,-0.2751490557446543,1378327012096040.0,1.1415010826402465
1228.6,-0.273507801085584,1378439208027020.5,1.1910458337631482
1228.7,-0.2766521345139433,1378551403958001.2,1.1801562712963194
1228.8,-0.2546149060036832,1378663599888981.8,1.1961575756079832
1228.9,-0.24466003534590203,1378775795819962.2,1.1730181519289404
1229.0,-0.22541081770182875,1378887991750942.8,1.2095433618135856
1229.1,-0.223764583254453,1379000187681923.5,1.184343705413572
1229.2,-0.2180889521706543,1379112383612904.0,1.2114779540707443
1229.3,-0.14806479428224986,1379224579543884.5,1.1881279787034023
1229.4,-0.13768171185659234,1379336775474865.0,1.3548166773902142
1229.5,-0.10689746272721937,1379448971405845.5,1.2380228036851704
1229.6,-0.05355385139633534,1379561167336826.0,1.2057499202826307
1229.7,-0.02327541450841743,1379673363267806.8,1.1035843969201171
1229.8,0.027101637320975026,1379785559198787.2,1.14256191671366
1229.9,0.08139826507796517,1379897755129767.8,1.1093522520822556
1230.0,0.1486128101739293,1380009951060748.2,1.0516409340924142
1230.1,0.17736613709205115,1380122146991728.8,1.0176604330737173
1230.2,0.2717794407623578,1380234342922709.5,0.9416882324923757
1230.3,0.3274769441841275,1380346538853690.0,0.9381703813201949
1230.4,0.35673213843550194,1380458734784670.5,0.8646954504353436
1230.5,0.43542068597531525,1380570930715651.0,0.8558306420995746
1230.6,0.5082201690375606,1380683126646631.5,0.782296862948989
1230.7,0.556055600055064,1380795322577612.2,0.6470180594738019
1230.8,0.5914938024892,1380907518508592.8,0.6337228099100681
1230.9,0.6783048091497639,1381019714439573.2,0.5904886815332573
1231.0,0.7962752145452564,1381131910370553.8,0.49868109744984856
1231.1,0.768040373768742,1381244106301534.2,0.44590020964902566
1231.2,0.7719272804563436,1381356302232515.0,0.4927816629362084
1231.3,0.8371763215231137,1381468498163495.5,0.39891389385059295
1231.4,0.9081505157266754,1381580694094476.0,0.24309294957541702
1231.5,0.9161816870955649,1381692890025456.5,0.2045107801728126
1231.6,1.0589188191924923,1381805085956437.0,0.13760565835139785
1231.7,1.1106318179765589,1381917281887417.5,0.06482692372220492
1231.8,1.059205159403986,1382029477818398.2,0.061851925581679845
1231.9,0.9671650027834813,1382141673749378.8,0.022721017972051102
1232.0,1.1538573219700403,1382253869680359.2,-0.03792534475469211
1232.1,1.1287120882107906,1382366065611339.8,-0.09993882634752065
1232.2,1.2338636911909104,1382478261542320.5,-0.0900445382043286
1232.3,1.1201727709013478,1382590457473301.0,-0.12077734908858968
1232.4,1.0057435162041601,1382702653404281.5,-0.15144783728889502
1232.5,1.0936368756715142,1382814849335262.0,-0.19107865139846983
1232.6,1.165366967070231,1382927045266242.5,-0.20392307035720333
1232.7,1.1578081686483124,1383039241197223.0,-0.21797294474932596
1232.8,1.086380204865391,1383151437128203.8,-0.21796811217829887
1232.9,1.0053725260910562,1383263633059184.2,-0.2351445166877076
1233.0,0.9976836250369423,1383375828990164.8,-0.25800878790847726
1233.1,0.9007803036758407,1383488024921145.2,-0.2478493776313193
1233.2,0.996319325355838,1383600220852126.0,-0.26878922952942697
1233.3,0.9809637898954946,1383712416783106.5,-0.26349714548992187
1233.4,0.8615909892614952,1383824612714087.0,-0.2524009408376953
1233.5,0.7827628953731486,1383936808645067.5,-0.19880606935317255
1233.6,0.7953500159549041,1384049004576048.0,-0.17502012928952806
1233.7,0.794071814498567,1384161200507028.5,-0.18404925268289402
1233.8,0.7536437820944636,1384273396438009.2,-0.13925371465963285
1233.9,0.7279132329735687,1384385592368989.8,-0.13262698898326827
1234.0,0.5955291301753309,1384497788299970.2,-0.08842860046645487
1234.1,0.47583761608028596,1384609984230950.8,-0.016664649628951263
1234.2,0.503343842867305,1384722180161931.2,0.05193150794123838
1234.3,0.42244071216392676,1384834376092912.0,0.06660232128203662
1234.4,0.44177956310562494,1384946572023892.5,0.08374258587870341
1234.5,0.3551701805491451,1385058767954873.0,0.11388023749658624
1234.6,0.24237623822711438,1385170963885853.5,0.1519682886369258
1234.7,0.18369507046556108,1385283159816834.0,0.18804191594578468
1234.8,0.20987218660469678,1385395355747814.8,0.28120660123210617
1234.9,0.18378546132044563,1385507551678795.2,0.3549661245649941
1235.0,0.1264620761706693,1385619747609775.8,0.3444893362315043
1235.1,0.02746579171215434,1385731943540756.2,0.40677844958302106
1235.2,0.041130600958853375,1385844139471736.8,0.4626016022193798
1235.3,0.016108717718896683,1385956335402717.5,0.5088899355417038
1235.4,-0.041874652171236655,1386068531333698.0,0.4815733543921005
1235.5,-0.06517507746598282,1386180727264678.5,0.5563476638870728
1235.6,-0.07207966430056068,1386292923195659.0,0.6568218231323839
1235.7,-0.12010560901126908,1386405119126639.5,0.6397349120495534
1235.8,-0.14817263354860524,1386517315057620.0,0.7065062909457496
1235.9,-0.16093954253688314,1386629510988600.8,0.7103597844496097
1236.0,-0.15107859199577867,1386741706919581.2,0.8316831880176783
1236.1,-0.15175599838783735,1386853902850561.8,0.852511782926173
1236.2,-0.1880689012595805,1386966098781542.2,0.9153908610424591
1236.3,-0.15923761706799955,1387078294712523.0,0.960930765913868
1236.4,-0.14982240551539666,1387190490643503.5,0.9425996906266756
1236.5,-0.1394315823659543,1387302686574484.0,0.947520339093517
1236.6,-0.1417360482632456,1387414882505464.5,0.9805167974016907
1236.7,-0.12436399880911636,1387527078436445.0,1.0526225277588181
1236.8,-0.09992136973011405,1387639274367425.5,0.9875624893863165
1236.9,-0.06991088293422994,1387751470298406.2,1.024734808136923
1237.0,-0.029734552143033142,1387863666229386.8,1.0743146629096156
1237.1,-0.017371562260335368,1387975862160367.2,1.0150033088335102
1237.2,0.02517975554106358,1388088058091347.8,1.0240148887701424
1237.3,0.03344450939514318,1388200254022328.5,1.0429771528574108
1237.4,0.05514559198727348,1388312449953309.0,1.1109752019686376
1237.5,0.1374917566012349,1388424645884289.5,1.0739889246955514
1237.6,0.1931778286190018,1388536841815270.0,1.0049778045689604
1237.7,0.19683939910333165,1388649037746250.5,1.002316545672537
1237.8,0.22358977837438113,1388761233677231.0,0.9361340296016025
1237.9,0.273174244897952,1388873429608211.8,0.9511292470634815
1238.0,0.32080942837922716,1388985625539192.2,0.8620045806581139
1238.1,0.4069156736398901,1389097821470172.8,0.853010834305181
1238.2,0.4411352293312669,1389210017401153.2,0.824367854395753
1238.3,0.4906538341185829,1389322213332133.8,0.7966216189215942
1238.4,0.5265891062941739,1389434409263114.5,0.7689074417293631
1238.5,0.553366979994219,1389546605194095.0,0.7293086399724309
1238.6,0.6367989170077663,1389658801125075.5,0.6997285023437096
1238.7,0.6792040777301251,1389770997056056.0,0.5316722671660269
1238.8,0.6745541461327836,1389883192987036.5,0.630967532641402
1238.9,0.7429546766135969,1389995388918017.0,0.6433839291134166
1239.0,0.7408971574367761,1390107584848997.8,0.5477392404631757
1239.1,0.81236069737846,1390219780779978.2,0.5678828200462055
1239.2,0.8601589973330867,1390331976710958.8,0.4819015870577713
1239.3,0.8157433001355305,1390444172641939.2,0.43379558549698677
1239.4,0.8354722399371668,1390556368572920.0,0.3451482290430598
1239.5,0.9633546574192563,1390668564503900.5,0.3652861971915824
1239.6,0.973671448938715,1390780760434881.0,0.3038570377935217
1239.7,0.9545359153665697,1390892956365861.5,0.24639810766104098
1239.8,0.9822501170921897,1391005152296842.0,0.1704782640570924
1239.9,0.9846726961043788,1391117348227822.5,0.15885357696283933
1240.0,0.8833632251292913,1391229544158803.2,0.14151836560820188
1240.1,0.9798143076674259,1391341740089783.8,0.10463092908156818
1240.2,1.0161117581059702,1391453936020764.2,0.09018728095329272
1240.3,0.952652577675838,1391566131951744.8,0.06591604626017177
1240.4,0.9120974233715785,1391678327882725.5,0.019800228602960313
1240.5,0.8674553183631836,1391790523813706.0,-0.015249045412470432
1240.6,0.9981929371434777,1391902719744686.5,-0.04730488776611236
1240.7,1.0326351736717896,1392014915675667.0,-0.060864842652350044
1240.8,1.0204118829379611,1392127111606647.5,-0.0487267872219924
1240.9,0.9596738238342041,1392239307537628.0,-0.08620648921645716
1241.0,0.7869292223674175,1392351503468608.8,-0.09569185048453226
1241.1,0.6978302804574316,1392463699399589.2,-0.05376966610589246
1241.2,0.8591337002765648,1392575895330569.8,-0.0699756109491829
1241.3,0.7870590786689324,1392688091261550.2,-0.08425678821916205
1241.4,0.7083794719424427,1392800287192530.8,-0.07677036333869552
1241.5,0.7321059650673245,1392912483123511.5,-0.07211147101426336
1241.6,0.6784383849384404,1393024679054492.0,-0.05648978441407222
1241.7,0.5838492100243119,1393136874985472.5,-0.06223813184829331
1241.8,0.6544238962693226,1393249070916453.0,-0.05317704600263395
1241.9,0.5736394429279972,1393361266847433.5,0.007966975887071463
1242.0,0.45235432321039065,1393473462778414.2,-0.007908860393447043
1242.1,0.41758979339249913,1393585658709394.8,0.02970010657450776
1242.2,0.4139286406850846,1393697854640375.2,0.02153640703678648
1242.3,0.4303031321428397,1393810050571355.8,0.07922579856591584
1242.4,0.3923625206777592,1393922246502336.2,0.09661934370155517
1242.5,0.30107121156136046,1394034442433317.0,0.12534703969047517
1242.6,0.24226907950501106,1394146638364297.5,0.1767468760641077
1242.7,0.1733036898217361,1394258834295278.0,0.194511439309416
1242.8,0.16166460763510235,1394371030226258.5,0.21718038503531048
1242.9,0.18610815265392233,1394483226157239.0,0.2758584332154526
1243.0,0.13312877890040872,1394595422088219.5,0.3088386781776754
1243.1,0.06903902949495466,1394707618019200.2,0.38103005585305877
1243.2,0.05756411811990673,1394819813950180.8,0.34468709526868097
1243.3,0.023222918982186046,1394932009881161.2,0.4930123531008637
1243.4,0.022148139078575144,1395044205812141.8,0.5145523003130803
1243.5,0.02204588220419377,1395156401743122.5,0.531977676785579
1243.6,-0.021907206012956083,1395268597674103.0,0.552255049188322
1243.7,-0.03967300484373249,1395380793605083.5,0.5895879746214162
1243.8,-0.042535405817355376,1395492989536064.0,0.6351930611639031
1243.9,-0.030231664626792283,1395605185467044.5,0.691281039909454
1244.0,-0.030819193339555687,1395717381398025.0,0.7016507205200303
1244.1,-0.06791469869949993,1395829577329005.8,0.7418575661998509
1244.2,-0.06037056787276237,1395941773259986.2,0.7929198746360125
1244.3,-0.06328265826028387,1396053969190966.8,0.726564120736663
1244.4,-0.034734708557714225,1396166165121947.2,0.8479091204522835
1244.5,-0.02972864089991088,1396278361052928.0,0.9328373203937284
1244.6,-0.05088324525915743,1396390556983908.5,0.9406619596715573
1244.7,-0.005804647202744339,1396502752914889.0,0.8548282362464477
1244.8,0.002837837087569143,1396614948845869.5,0.8778711087365709
1244.9,0.08516683038945495,1396727144776850.0,1.0060871395829851
1245.0,0.07474780079980355,1396839340707830.5,1.0058615480728141
