
wavelengths[nm],amplitude_lambda,angularFrequency[G rad/s],amplitude
1083.8,-0.09613877548339282,1215979499967186.2,0.3615389064870893
1083.9,-0.0433164063546853,1216091695898166.8,1.1170111894303956
1084.0,0.16170106748825042,1216203891829147.2,1.9000647756549005
1084.1,0.38440927482712467,1216316087760127.8,0.41535464946852974
1084.2,0.5922995054205272,1216428283691108.2,0.6015697787133669
1084.3,0.8197178527532474,1216540479622089.0,0.8214877777974371
1084.4,1.0264959867960612,1216652675553069.5,2.3627077788630246
1084.5,0.9825384908516498,1216764871484050.0,0.668330237244943
1084.6,0.9533958415049607,1216877067415030.5,0.7179454791018159
1084.7,0.6800621762711633,1216989263346011.0,0.011828892311333659
1084.8,0.472259547989652,1217101459276991.8,3.8246587824554936
1084.9,0.2020167670861419,1217213655207972.2,-0.12088297427618953
1085.0,0.046298981451241054,1217325851138952.8,-0.34707404336460834
1085.1,-0.10265928380035017,1217438047069933.2,-0.3133786480046206
1085.2,-0.05409374326140588,1217550243000913.8,0.11470371242245335
1085.3,0.10186220073953642,1217662438931894.5,0.013670882956955274
1085.4,0.3606476982207009,1217774634862875.0,0.08048116064114362
1085.5,0.5998120515852106,1217886830793855.5,0.21485610627804486
1085.6,0.841485369144207,1217999026724836.0,0.756733343022976
1085.7,0.9761923344790098,1218111222655816.5,0.5752483347151919
1085.8,1.0522812402764767,1218223418586797.2,0.3997072508457386
1085.9,1.045263825295932,1218335614517777.8,0.5968534402118953
1086.0,0.7888008772436622,1218447810448758.2,0.9739730012942471
1086.1,0.5649036471996588,1218560006379738.8,1.326401319570201
1086.2,0.3139030444600727,1218672202310719.2,1.7939588013110364
1086.3,0.07684015894172558,1218784398241700.0,0.9399804770460185
1086.4,-0.03842108784233792,1218896594172680.5,1.971147323926916
1086.5,-0.0630732008901667,1219008790103661.0,0.6750628258303811
1086.6,0.07108205953087657,1219120986034641.5,0.8034917499272164
1086.7,0.26172835190477806,1219233181965622.0,1.144371637689844
1086.8,0.5038402667195319,1219345377896602.5,0.20835302951449688
1086.9,0.7624148328755095,1219457573827583.2,0.3475733494578111
1087.0,0.9024437843546553,1219569769758563.8,-0.13641604466618037
1087.1,1.074893940509718,1219681965689544.2,-0.0020814094498122315
1087.2,1.0254413966508265,1219794161620524.8,1.1679388126632917
1087.3,0.8295407118982429,1219906357551505.2,-0.48351475946308287
1087.4,0.6272234181703304,1220018553482486.0,0.13154113331033937
1087.5,0.4340104081142528,1220130749413466.5,-0.29984205634353
1087.6,0.21782874251776702,1220242945344447.0,-0.16943575680746625
1087.7,-0.01305158634275751,1220355141275427.5,0.4241122660128815
1087.8,-0.05925485991520679,1220467337206408.0,0.12649824631664539
1087.9,-0.0038472503502025765,1220579533137388.8,0.48137202385517563
1088.0,0.1362576751194657,1220691729068369.2,0.5362639212826488
1088.1,0.37205681381509004,1220803924999349.8,0.7610994113711197
1088.2,0.6267837668974743,1220916120930330.2,1.0058878050504794
1088.3,0.8778218690216033,1221028316861310.8,1.480340354472902
1088.4,0.9800786886043379,1221140512792291.5,0.7777778561363122
1088.5,0.9995007143025378,1221252708723272.0,3.1629939052254197
1088.6,0.997093968018191,1221364904654252.5,1.8114627018427154
1088.7,0.7662435177786276,1221477100585233.0,0.9693279986936081
1088.8,0.5608044604495401,1221589296516213.5,1.0331093104385636
1088.9,0.33306532191588273,1221701492447194.2,0.8759625602744926
1089.0,0.14203412027486592,1221813688378174.8,0.3927357549639057
1089.1,-0.03330288490339603,1221925884309155.2,0.23129063859845658
1089.2,-0.06142252813846292,1222038080240135.8,0.39550524649143776
1089.3,0.015776199092290943,1222150276171116.2,-0.0114059391783594
1089.4,0.2040145994623812,1222262472102097.0,-0.30890927017377773
1089.5,0.4475563810711834,1222374668033077.5,0.018154505396668602
1089.6,0.6823214767578327,1222486863964058.0,0.20742742555003588
1089.7,0.9257472273520064,1222599059895038.5,-0.322975992531471
1089.8,1.0220765562906753,1222711255826019.0,-0.14801744503742165
1089.9,1.0290872960732875,1222823451756999.8,-0.44038153809472075
1090.0,0.919393310043824,1222935647687980.2,0.04215928003928987
1090.1,0.7908048489178197,1223047843618960.8,-0.1715005914101872
1090.2,0.5692312980918675,1223160039549941.2,0.33622163132374555
1090.3,0.34672907960567995,1223272235480921.8,1.4917347203155724
1090.4,0.06435200715317081,1223384431411902.5,0.6744659875502713
1090.5,-0.06465043602966496,1223496627342883.0,1.8263450036122377
1090.6,-0.06201114714527067,1223608823273863.5,1.1552579547526052
1090.7,0.02648139834345672,1223721019204844.0,0.9854956234169493
1090.8,0.21922614293703804,1223833215135824.5,1.047209690829629
1090.9,0.49739436496550804,1223945411066805.0,1.2073165806490858
1091.0,0.728803599825505,1224057606997785.8,1.4588764616705412
1091.1,0.8742678821756635,1224169802928766.2,0.7584424740054714
1091.2,1.0083719056131641,1224281998859746.8,0.6450672056600829
1091.3,1.0740033257039248,1224394194790727.2,0.7917105359796797
1091.4,0.9418447779900523,1224506390721707.8,0.7482440591974392
1091.5,0.8054043597339525,1224618586652688.5,325036.3957171611
1091.6,0.5467971436526332,1224730782583669.0,0.30677552065155766
1091.7,0.3044302442371579,1224842978514649.5,0.48787454818891424
1091.8,0.10144202287643614,1224955174445630.0,0.2836264551111817
1091.9,-0.05425604901096237,1225067370376610.5,-0.08614838039877247
1092.0,-0.07780018938476188,1225179566307591.2,-0.38441510742815144
1092.1,-0.0013703666631075604,1225291762238571.8,-0.2461345541876938
1092.2,0.14140692129312812,1225403958169552.2,-0.30491894673955144
1092.3,0.4037100957242946,1225516154100532.8,-0.18529596784261124
1092.4,0.6183810489615488,1225628350031513.2,-0.2625207190372553
1092.5,0.8185789661926247,1225740545962494.0,-0.2194575065123758
1092.6,0.9781631495000037,1225852741893474.5,0.08339256453212789
1092.7,1.082133084594644,1225964937824455.0,0.4313126089214571
1092.8,0.9504108219417479,1226077133755435.5,0.8077465809616988
1092.9,0.7717981838130022,1226189329686416.0,0.6390408204515861
1093.0,0.570851994078659,1226301525617396.8,0.611420890150226
1093.1,0.360001459459359,1226413721548377.2,0.9040224921291226
1093.2,0.17083267655880355,1226525917479357.8,2.1501648577880697
1093.3,-0.013318224048204888,1226638113410338.2,1.3917085227733992
1093.4,-0.09434835837480905,1226750309341318.8,1.4145548121342661
1093.5,-0.0409732666263715,1226862505272299.5,0.9582676125891283
1093.6,0.11693589224751437,1226974701203280.0,0.9305665175717549
1093.7,0.30642204530587225,1227086897134260.5,0.6184898051849639
1093.8,0.5096709716025553,1227199093065241.0,0.991888114912675
1093.9,0.7552581867548097,1227311288996221.5,1.2330398810616516
1094.0,0.9841536643908942,1227423484927202.2,0.506347907870508
1094.1,1.1003676785204295,1227535680858182.8,0.5486607114707305
1094.2,0.9674943908778342,1227647876789163.2,0.08515135184761623
1094.3,0.8501596002552236,1227760072720143.8,0.37352753325990573
1094.4,0.6984824777215562,1227872268651124.2,0.07340295748328546
1094.5,0.48283522648287336,1227984464582105.0,-0.27331082665917855
1094.6,0.23532823703667818,1228096660513085.5,-0.16878250576534914
1094.7,0.06130647856263372,1228208856444066.0,-0.3678638957892659
1094.8,-0.07347703164431144,1228321052375046.5,-0.48663416730809445
1094.9,-0.07173296256564841,1228433248306027.0,-0.44287868281873644
1095.0,0.0105617004505359,1228545444237007.5,0.06102959368510118
1095.1,0.23524882669885963,1228657640167988.2,-0.21244907003599656
1095.2,0.43439338233322494,1228769836098968.8,0.4409517920720714
1095.3,0.7697169678307784,1228882032029949.2,0.6313363576034523
1095.4,0.908325940928781,1228994227960929.8,0.47503403488143464
1095.5,0.9632382596615314,1229106423891910.2,0.5603861703853495
1095.6,1.021997287495363,1229218619822891.0,1.1826652034357787
1095.7,0.9752456785592222,1229330815753871.5,0.9169727526552891
1095.8,0.8890003737658406,1229443011684852.0,0.5964039544458934
1095.9,0.6579755172862668,1229555207615832.5,1.2419756475640058
1096.0,0.4221174956059639,1229667403546813.0,1.1374516324106199
1096.1,0.14301625071134844,1229779599477793.8,1.1296582466205798
1096.2,-0.011169151137153839,1229891795408774.2,0.8895633039905946
1096.3,-0.047947555683773346,1230003991339754.8,1.4556603007882771
1096.4,-0.05138750696200703,1230116187270735.2,1.0436070143470353
1096.5,0.08491679209524755,1230228383201715.8,0.22125690811373555
1096.6,0.2517061749379805,1230340579132696.5,-0.060144377048947414
1096.7,0.4940707503128096,1230452775063677.0,-0.0014436371612047026
1096.8,0.6994584201508764,1230564970994657.5,0.19350032218499902
1096.9,0.9394739431263769,1230677166925638.0,0.20066805065424223
1097.0,1.0985298207617726,1230789362856618.5,0.012935280859414061
1097.1,0.9673300020196203,1230901558787599.2,-0.11629364532296145
1097.2,1.0293762091441339,1231013754718579.8,-0.2696161668378139
1097.3,0.8126813675781348,1231125950649560.2,-0.27082395666879566
1097.4,0.5824553954330871,1231238146580540.8,-0.18502522509927136
1097.5,0.4894291256032464,1231350342511521.2,-0.1585058883826293
1097.6,0.19943647579172355,1231462538442502.0,-0.1952787297098217
1097.7,0.03123001470364073,1231574734373482.5,0.15249982433873543
1097.8,-0.0452431454553432,1231686930304463.0,0.07162423097124324
1097.9,-0.026896615864827115,1231799126235443.5,0.44636678232109106
1098.0,0.08895037345825381,1231911322166424.0,1.2800725638617976
1098.1,0.2576847530522863,1232023518097404.5,0.7728025137813878
1098.2,0.45156516681086617,1232135714028385.2,0.976635766937789
1098.3,0.6257804059070098,1232247909959365.8,1.6465369105533847
1098.4,0.8260553770253529,1232360105890346.2,1.113540391485398
1098.5,1.0247600464702447,1232472301821326.8,1.4724406883982273
1098.6,0.9749399013820851,1232584497752307.2,1.2637156284109567
1098.7,1.0318034618390828,1232696693683288.0,0.9756692207039147
1098.8,0.9617486440161648,1232808889614268.5,1.3676437436592057
1098.9,0.7132857220603478,1232921085545249.0,1.0154149617418735
1099.0,0.472984497532102,1233033281476229.5,0.5131386499494625
1099.1,0.24229755985119547,1233145477407210.0,0.3311433034016371
1099.2,0.07955114750389827,1233257673338190.8,0.16661582460066413
1099.3,-0.016482846114778446,1233369869269171.2,0.5190349501887513
1099.4,-0.027643408645922837,1233482065200151.8,0.23611843037648161
1099.5,0.012201533658708383,1233594261131132.2,0.07092551845429544
1099.6,0.1886186331515149,1233706457062112.8,-0.034788709032498324
1099.7,0.41640908389958636,1233818652993093.5,-0.04323979085617488
1099.8,0.6064642198885704,1233930848924074.0,-0.388688768781232
1099.9,0.7022407755604914,1234043044855054.5,-0.029799099504941445
1100.0,0.9751819561205707,1234155240786035.0,-0.41396465742040445
1100.1,1.0362773836684076,1234267436717015.5,-0.39330006623619934
1100.2,1.033876754557303,1234379632647996.2,-0.013803888233484551
1100.3,0.853517276479822,1234491828578976.8,-0.15281578974189752
1100.4,0.6922877155294304,1234604024509957.2,0.1061586536061099
1100.5,0.5181413219705762,1234716220440937.8,0.5186237650885415
1100.6,0.3629578213966483,1234828416371918.2,0.6428729264505221
1100.7,0.09966336897318295,1234940612302899.0,0.5205625990171564
1100.8,0.015081055532445377,1235052808233879.5,0.767819904110925
1100.9,-0.015767502395365375,1235165004164860.0,1.6092459432678483
1101.0,0.03082548403496725,1235277200095840.5,1.2801223358111704
1101.1,0.1485858181229097,1235389396026821.0,0.9057671171563667
1101.2,0.24602969667198016,1235501591957801.8,1.3345817739253927
1101.3,0.5221615220241209,1235613787888782.2,1.295081993557528
1101.4,0.7573289280098198,1235725983819762.8,0.7204320898537295
1101.5,0.9168515577751856,1235838179750743.2,0.8686017893021809
1101.6,0.9786091357887031,1235950375681723.8,0.7609101841292919
1101.7,1.1218500707742067,1236062571612704.5,0.9447428963683268
1101.8,1.0260202676209311,1236174767543685.0,0.3971648962702037
1101.9,0.7862735628350331,1236286963474665.5,0.9691058837505839
1102.0,0.6295521590585603,1236399159405646.0,0.048423345661072384
1102.1,0.457168726643888,1236511355336626.5,-0.1473430147721938
1102.2,0.2582102079388444,1236623551267607.0,0.5112664916690103
1102.3,0.07097691204567841,1236735747198587.8,0.34597815207883115
1102.4,0.06284888142805586,1236847943129568.2,-0.1274242069935638
1102.5,0.04019472136843747,1236960139060548.8,-0.25916660877912207
1102.6,0.08766765610136797,1237072334991529.2,-0.15756945270457104
1102.7,0.18946426896014518,1237184530922509.8,-0.2300423991844027
1102.8,0.36275694457894586,1237296726853490.5,-0.09292132054464404
1102.9,0.5053038301287628,1237408922784471.0,0.22144145526216466
1103.0,0.6783118064025366,1237521118715451.5,0.0665672546662832
1103.1,0.924048679338363,1237633314646432.0,0.20973730973767898
1103.2,1.010137977553249,1237745510577412.5,0.8539622516147884
1103.3,0.9893159472753844,1237857706508393.2,0.47378747283206074
1103.4,0.9795135638622512,1237969902439373.8,0.8513390526490262
1103.5,0.7663355544825405,1238082098370354.2,1.0989902164422973
1103.6,0.5912538654697491,1238194294301334.8,1.1088535233494965
1103.7,0.41606990030839125,1238306490232315.2,1.3237974595105553
1103.8,0.2544430101616585,1238418686163296.0,1.501056598203942
1103.9,0.09343686732848737,1238530882094276.5,1.20894989799937
1104.0,0.03569605924856503,1238643078025257.0,1.0015736292445896
1104.1,0.0012409616716402905,1238755273956237.5,0.9996670928954952
1104.2,0.051523435780773584,1238867469887218.0,1.0978893839329789
1104.3,0.1712025680528248,1238979665818198.8,0.8478016386275725
1104.4,0.3458446896982243,1239091861749179.2,0.7492652729779153
1104.5,0.47698716341914765,1239204057680159.8,0.7866024972538785
1104.6,0.7196661745260841,1239316253611140.2,0.5853083868874769
1104.7,0.8792924217061404,1239428449542120.8,0.6704202077321243
1104.8,0.9512053769028618,1239540645473101.5,0.31962693033343537
1104.9,0.9556506322157851,1239652841404082.0,0.31329653967530413
1105.0,0.9493364232347251,1239765037335062.5,-0.021240314544873642
1105.1,0.806463566441114,1239877233266043.0,-0.270691821085155
1105.2,0.6998105194083176,1239989429197023.5,-0.32086959461668374
1105.3,0.5169722591931626,1240101625128004.0,-0.057505881954289836
1105.4,0.31053127492572175,1240213821058984.8,-0.11200704033629778
1105.5,0.11102476312553711,1240326016989965.2,0.1766023081086334
1105.6,0.026011745767556653,1240438212920945.8,0.026711455798154163
1105.7,0.0051072896917907585,1240550408851926.2,0.2000341528066711
1105.8,0.0615325132446915,1240662604782907.0,0.6431645278501837
1105.9,0.12975050367340982,1240774800713887.5,0.2940080270023928
1106.0,0.28230374319221596,1240886996644868.0,0.4919480507119034
1106.1,0.4891403362489073,1240999192575848.5,1.041340724142413
1106.2,0.6722856846146827,1241111388506829.0,0.9417149322986851
1106.3,0.8563376938212107,1241223584437809.5,0.8018435517523415
1106.4,0.9141659670113479,1241335780368790.2,0.7624196958599242
1106.5,1.0210376457273913,1241447976299770.8,1.2717402780769367
1106.6,0.9513494713140798,1241560172230751.2,2.795243290495648
1106.7,0.8269568722053544,1241672368161731.8,0.9689662116770003
1106.8,0.6847463563596047,1241784564092712.2,1.3388588938243382
1106.9,0.565294329429552,1241896760023693.0,0.9502239794954752
1107.0,0.3795070894592746,1242008955954673.5,1.17153842512845
1107.1,0.18662508342468753,1242121151885654.0,0.614229931834657
1107.2,0.08297774250238822,1242233347816634.5,0.2191388483786242
1107.3,-0.019934963065689974,1242345543747615.0,0.37041051032800343
1107.4,0.005025120825044011,1242457739678595.8,0.22978420922167087
1107.5,0.07971879151253984,1242569935609576.2,0.07638875704552214
1107.6,0.18700565055578763,1242682131540556.8,0.10265217000928126
1107.7,0.3968517516547223,1242794327471537.2,0.22755433938550382
1107.8,0.5901090925550092,1242906523402517.8,0.15333632900351632
1107.9,0.7546344089346082,1243018719333498.5,0.01740087740554672
1108.0,0.900160526865359,1243130915264479.0,0.10494562028612932
1108.1,0.934677483163367,1243243111195459.5,-0.040495968958110265
1108.2,0.9493373888960045,1243355307126440.0,-0.131404314200862
1108.3,0.9638485277868344,1243467503057420.5,0.1670746085354502
1108.4,0.7555617764781518,1243579698988401.2,0.03969891965254233
1108.5,0.6965487833028307,1243691894919381.8,0.07691205303985314
1108.6,0.5331657322727524,1243804090850362.2,0.3568018772693497
1108.7,0.29989954147227565,1243916286781342.8,0.35606417723144235
1108.8,0.13587244314403402,1244028482712323.2,0.7820923698579355
1108.9,0.002218515047417782,1244140678643304.0,0.9745813601280537
1109.0,-0.0193896471137304,1244252874574284.5,1.10979172807146
1109.1,0.004627173385996634,1244365070505265.0,0.9998459595074071
1109.2,0.04812362050830408,1244477266436245.5,1.2605785628782638
1109.3,0.19697245231998406,1244589462367226.0,0.9296689901267995
1109.4,0.447817685037497,1244701658298206.5,0.9532185087091624
1109.5,0.5796689556210812,1244813854229187.2,0.9341539488645633
1109.6,0.7646373075149612,1244926050160167.8,0.7905968585949817
1109.7,0.8652024832148923,1245038246091148.2,1.2319077102004783
1109.8,1.0178237632215696,1245150442022128.8,0.7227830950852764
1109.9,1.0032037078856426,1245262637953109.2,0.6138379158920179
1110.0,0.9421651967516171,1245374833884090.0,0.2693749723613979
1110.1,0.9212948537169395,1245487029815070.5,0.27467117042327166
1110.2,0.713303748575889,1245599225746051.0,0.15716369726942625
1110.3,0.5346869312235281,1245711421677031.5,0.3264120552301103
1110.4,0.28880563484967336,1245823617608012.0,0.1314580651771691
1110.5,0.2191505254752139,1245935813538992.8,-0.02997634387462485
1110.6,0.03570294648327845,1246048009469973.2,0.1532870542035814
1110.7,-0.04476100036644724,1246160205400953.8,-0.023784760554304344
1110.8,-0.03912937153403705,1246272401331934.2,0.03907291977874937
1110.9,0.009312970518366133,1246384597262914.8,0.008885761200732357
1111.0,0.11001514950256538,1246496793193895.5,-0.010139820105257909
1111.1,0.3163036270411456,1246608989124876.0,0.11427658015732735
1111.2,0.5088647050054106,1246721185055856.5,0.2616849894288181
1111.3,0.6469863548608941,1246833380986837.0,0.38124588973292595
1111.4,0.8196556685371058,1246945576917817.5,0.5884269269693965
1111.5,0.9370113225058206,1247057772848798.2,0.877791625930364
1111.6,1.0076468704134887,1247169968779778.8,0.5918103905728308
1111.7,0.9590542341168774,1247282164710759.2,1.1951816522558039
1111.8,0.9197249353600941,1247394360641739.8,1.0665651902979902
1111.9,0.8296698240800631,1247506556572720.2,0.9511401860326043
1112.0,0.6460520191963751,1247618752503701.0,0.8762668067585002
1112.1,0.4382894361589213,1247730948434681.5,1.0837983991946487
1112.2,0.2720997875938304,1247843144365662.0,0.9053605785738918
1112.3,0.0697253506969735,1247955340296642.5,1.0658775164620844
1112.4,-0.010572163524719517,1248067536227623.0,0.8039329147100392
1112.5,-0.06447347264603633,1248179732158603.8,1.006094179589467
1112.6,-0.07303593393563419,1248291928089584.2,0.9164763496357059
1112.7,0.019985388579822797,1248404124020564.8,0.5171137764354287
1112.8,0.20271599771889184,1248516319951545.2,0.29477975680967555
1112.9,0.3627647227238823,1248628515882525.8,0.2651475293533233
1113.0,0.5790461866012891,1248740711813506.5,0.1661867894074575
1113.1,0.6805274984585058,1248852907744487.0,0.040164315784708235
1113.2,0.8487633499217189,1248965103675467.5,0.07899085768732995
