
angularFrequency[G rad/s],amplitude
1200608657422851.0,-615275.5416409449
1200720853353831.5,-3.7020229044843225
1200833049284812.0,-12.984873159563449
1200945245215792.8,-665883.0483764891
1201057441146773.2,-32385.31467083042
1201169637077753.8,2345033640980.8003
1201281833008734.2,2115653.39130587
1201394028939714.8,-0.46407504964493657
1201506224870695.5,-0.40962829205589946
1201618420801676.0,-850306.5273095316
1201730616732656.5,-715935.933744782
1201842812663637.0,-0.22225523884225876
1201955008594617.5,0.3097879115065415
1202067204525598.2,0.001963056568041171
1202179400456578.8,-0.17857991515198204
1202291596387559.2,12.828306094428916
1202403792318539.8,0.4585596663921874
1202515988249520.2,-1.9358041689054062
1202628184180501.0,2714168.4370040726
1202740380111481.5,-288932.44071540935
1202852576042462.0,0.9804754310271427
1202964771973442.5,-151426.4794380655
1203076967904423.0,0.28301371349686344
1203189163835403.5,-539796.6049582091
1203301359766384.2,0.9138499715602174
1203413555697364.8,3.090308248499943
1203525751628345.2,-0.26221292714402644
1203637947559325.8,0.6315134312022054
1203750143490306.2,5.350956605264704
1203862339421287.0,-444623.9067544408
1203974535352267.5,-492322.98425446276
1204086731283248.0,-0.1306226995541038
1204198927214228.5,0.3140930142027364
1204311123145209.0,-0.5144460164394105
1204423319076189.8,0.6130031924657945
1204535515007170.2,-0.38763637299292497
1204647710938150.8,-528244.1683324871
1204759906869131.2,-185569.131171622
1204872102800111.8,-729774.5783901933
1204984298731092.5,-723771.4730526345
1205096494662073.0,-1.13490112334883
1205208690593053.5,1.7223019924170486
1205320886524034.0,0.7740225781336918
1205433082455014.5,-0.7767661481337003
1205545278385995.2,-182052.30640777317
1205657474316975.8,889885.0303207304
1205769670247956.2,-562192.3661978961
1205881866178936.8,-149097.0804689458
1205994062109917.2,0.37538360498871554
1206106258040898.0,0.5016831899087623
1206218453971878.5,4.0855413624498835
1206330649902859.0,-0.7128726114485083
1206442845833839.5,2.00187317408527
1206555041764820.0,205373.96457258266
1206667237695800.8,2.089758105149022
1206779433626781.2,0.7312294679835946
1206891629557761.8,-0.423941747865294
1207003825488742.2,-0.6556805353239906
1207116021419722.8,1.9655562803775635
1207228217350703.2,0.12200278930189774
1207340413281684.0,-627085.5234898615
1207452609212664.5,-4955.2055225804215
1207564805143645.0,-0.25069608598980997
1207677001074625.5,-22.972794167030603
1207789197005606.0,-0.16576079211170083
1207901392936586.8,1.4896868195918282
1208013588867567.2,0.09281797556832082
1208125784798547.8,598485.6193803118
1208237980729528.2,2.071940166090846
1208350176660508.8,-0.813580068421103
1208462372591489.5,-231657.50933203707
1208574568522470.0,0.9709941392949312
1208686764453450.5,-0.6194341689106193
1208798960384431.0,-0.9745834471337557
1208911156315411.5,-1040848.2975317622
1209023352246392.2,22490.02950548001
