
wavelengths[nm],amplitude
950.0,0.8006937049394833
950.0180018001801,0.8213300030124335
950.03600360036,0.8410698216768119
950.0540054005401,0.8598587811488875
950.0720072007201,0.8776451889406981
950.0900090009001,0.8943801791691607
950.1080108010801,0.9100178470251955
950.1260126012601,0.9245153704313468
950.1440144014401,0.9378331262921432
950.1620162016202,0.9499347962936865
950.1800180018001,0.9607874635524462
950.1980198019802,0.9703617000160187
950.2160216021603,0.9786316435497976
950.2340234023402,0.9855750653425756
950.2520252025203,0.991173427226298
950.2700270027003,0.9954119285201145
950.2880288028803,0.9982795424271539
950.3060306030603,0.9997690420779703
950.3240324032404,0.9998770159815635
950.3420342034203,0.99860387292692
950.3600360036004,0.9959538362130895
950.3780378037803,0.9919349274665766
950.3960396039604,0.9865589400594097
950.4140414041404,0.9798414018269305
950.4320432043204,0.9718015280940481
950.4500450045005,0.9624621638773724
950.4680468046805,0.951849717051827
950.4860486048605,0.9399940808533881
950.5040504050405,0.9269285475300533
950.5220522052206,0.9126897130415597
950.5400540054005,0.897317371336851
950.5580558055806,0.8808544021713497
950.5760576057605,0.863346648566082
950.5940594059406,0.8448427879313622
950.6120612061206,0.8253941937593281
950.6300630063006,0.8050547925996002
950.6480648064806,0.7838809117181875
950.6660666066607,0.7619311224393803
950.6840684068407,0.7392660755215068
950.7020702070207,0.715948333355566
950.7200720072008,0.6920421951849783
950.7380738073807,0.6676135195636755
950.7560756075608,0.6427295406514348
950.7740774077407,0.6174586837560543
950.7920792079208,0.5918703753222836
950.8100810081008,0.5660348513480508
950.8280828082808,0.5400229658623225
950.8460846084608,0.5139059945036267
950.8640864086409,0.48775543957119893
950.8820882088208,0.4616428337782965
950.9000900090009,0.4356395456093755
950.918091809181,0.4098165840359287
950.9360936093609,0.38424440375093133
950.954095409541,0.35899271570634206
950.972097209721,0.3341302945771964
950.990099009901,0.30972479575161355
951.008100810081,0.2858425686774958
951.026102610261,0.2625484796626374
951.044104410441,0.23990573567840767
951.0621062106211,0.2179757149003215
951.080108010801,0.19681780077394484
951.0981098109811,0.17648922269018164
951.1161116111612,0.1570449034940747
951.1341134113411,0.13853731208977105
951.1521152115212,0.12101632401317072
951.1701170117012,0.10452908792202427
951.1881188118812,0.08911990196638277
951.2061206120612,0.07483009573539592
951.2241224122412,0.06169792209066715
951.2421242124212,0.04975845658278418
951.2601260126013,0.03904350595810242
951.2781278127812,0.029581526352016916
951.2961296129613,0.0213975490383745
951.3141314131414,0.014513117426730051
951.3321332133213,0.008946232625146105
951.3501350135014,0.004711308664210063
951.3681368136814,0.0018191378048922865
951.3861386138614,0.00027686584481332883
951.4041404140414,8.797685234658596e-05
951.4221422142214,0.0012522882386861488
951.4401440144014,0.0037659556400888292
951.4581458145815,0.007621487681834939
951.4761476147614,0.012807770557552
951.4941494149415,0.019310102467346445
951.5121512151215,0.027110237697321807
951.5301530153015,0.03618644005444614
951.5481548154816,0.046513545618249386
951.5661566156616,0.058063035152522
951.5841584158416,0.07080311492908807
951.6021602160216,0.08469880620676246
951.6201620162017,0.09971204365608716
951.6381638163816,0.11580178147719013
951.6561656165617,0.13292410795980203
951.6741674167416,0.15103236688933228
951.6921692169217,0.1700772866029345
951.7101710171017,0.19000711563935355
951.7281728172817,0.21076776545402795
951.7461746174617,0.23230295831323708
951.7641764176418,0.2545543812700689
951.7821782178218,0.2774618458963565
951.8001800180018,0.30096345146007075
951.8181818181819,0.3249957545372936
951.8361836183618,0.3494939400396697
951.8541854185419,0.3743919976085535
951.8721872187218,0.3996229000676903
951.8901890189019,0.4251187844936897
951.9081908190819,0.4508111352641625
951.9261926192619,0.4766309685678373
951.9441944194419,0.5025090174912509
951.962196219622,0.5283759195492042
951.980198019802,0.5541623998609453
951.998199819982,0.5797994593006367
952.0162016201621,0.6052185573130685
952.034203420342,0.6303517947919518
952.0522052205221,0.6551320962860431
952.070207020702,0.6794933863103529
952.0882088208821,0.7033707666709516
952.1062106210621,0.7267006879021959
952.1242124212421,0.7494211162018426
952.1422142214221,0.7714716994080829
952.1602160216022,0.7927939248407172
952.1782178217821,0.8133312729713232
952.1962196219622,0.8330293666458328
952.2142214221423,0.8518361134788749
952.2322232223222,0.869701841131729
952.2502250225023,0.8865794276865977
952.2682268226823,0.9024244239473032
952.2862286228623,0.9171951683589323
952.3042304230423,0.9308528945299771
952.3222322232223,0.9433618315706918
952.3402340234023,0.9546892949293251
952.3582358235824,0.9648057700460773
952.3762376237623,0.973684986923079
952.3942394239424,0.9813039860002687
952.4122412241225,0.98764317537456
952.4302430243024,0.9926863786694107
952.4482448244825,0.9964208736524068
952.4662466246625,0.9988374224181621
952.4842484248425,0.9999302912895909
952.5022502250225,0.9996972619342666
952.5202520252025,0.9981396331188104
952.5382538253825,0.995262212920943
952.5562556255626,0.9910733019542513
952.5742574257425,0.9855846669814923
952.5922592259226,0.9788115059233288
952.6102610261026,0.9707724029692065
952.6282628262826,0.9614892759921811
952.6462646264627,0.9509873142699102
952.6642664266427,0.9392949078174871
952.6822682268227,0.9264435688271844
952.7002700270027,0.912467844304678
952.7182718271827,0.8974052214485746
952.7362736273627,0.8812960251801158
952.7542754275428,0.8641833080693495
952.7722772277227,0.8461127334167748
952.7902790279028,0.8271324520873415
952.8082808280828,0.807292972154973
952.8262826282628,0.7866470232260176
952.8442844284428,0.7652494140233059
952.8622862286229,0.7431568871156418
952.8802880288029,0.7204279657526551
952.8982898289829,0.6971227979518065
952.916291629163,0.6733029966150841
952.9342934293429,0.6490314755283485
952.952295229523,0.6243722825479476
952.9702970297029,0.599390429487938
952.988298829883,0.5741517203081787
953.006300630063,0.5487225770899559
953.024302430243,0.5231698654528947
953.042304230423,0.49756071789952117
953.0603060306031,0.471962357513849
953.078307830783,0.4464419212947148
953.0963096309631,0.4210662851782782
953.1143114311432,0.3959018872499336
953.1323132313231,0.371014555539497
953.1503150315032,0.346469336079961
953.1683168316831,0.322330322742281
953.1863186318632,0.2986604920736686
953.2043204320432,0.2755215379589269
953.2223222322232,0.25297371322475504
953.2403240324032,0.23107567306281987
953.2583258325833,0.20988432376525748
953.2763276327632,0.18945467594867418
953.2943294329433,0.16983970372601692
953.3123312331234,0.1510902079884609
953.3303330333033,0.13325468644400817
953.3483348334834,0.11637921063534033
953.3663366336634,0.10050730766381967
953.3843384338434,0.08567985038604817
953.4023402340234,0.0719349536452773
953.4203420342034,0.05930787827267903
953.4383438343834,0.04783094294327379
953.4563456345635,0.037533443209427426
953.4743474347434,0.02844157896309949
953.4923492349235,0.020578389959059255
953.5103510351036,0.013963699654379956
953.5283528352835,0.008614067473775194
953.5463546354636,0.004542749877055724
953.5643564356436,0.0017596693857205301
953.5823582358236,0.0002713933675283557
953.6003600360036,8.112060824974175e-05
953.6183618361836,0.0011886772266192598
953.6363636363636,0.0035905211178048867
953.6543654365437,0.00727975527080501
953.6723672367236,0.01224614943795936
953.6903690369037,0.018476171058149124
953.7083708370837,0.0259530238878912
953.7263726372637,0.03465669585148216
953.7443744374438,0.04456401427751317
953.7623762376238,0.055648710054783654
953.7803780378038,0.06788148944109124
953.7983798379838,0.08123011283109464
953.8163816381638,0.09565948263655391
953.8343834383438,0.11113173681552102
953.8523852385239,0.12760634985919247
953.8703870387038,0.14504024211835626
953.8883888388839,0.16338789183464314
953.9063906390639,0.18260145800828342
953.9243924392439,0.20263090490081898
953.942394239424,0.22342413510375617
953.960396039604,0.2449271248416347
953.978397839784,0.26708406805262
953.996399639964,0.289837519397374
954.0144014401441,0.31312854680964447
954.032403240324,0.33689688372921184
954.0504050405041,0.36108108587206345
954.068406840684,0.3856186917573893
954.0864086408641,0.4104463841356553
954.1044104410441,0.43550015331869746
954.1224122412241,0.4607154637856015
954.1404140414041,0.4860274197538442
954.1584158415842,0.5113709333787101
954.1764176417641,0.5366808908275467
954.1944194419442,0.5618923207083678
954.2124212421243,0.5869405605116214
954.2304230423042,0.6117614216061306
954.2484248424843,0.6362913539353214
954.2664266426642,0.6604676080423993
954.2844284428443,0.6842283949835768
954.3024302430243,0.7075130433586743
954.3204320432043,0.7302621541316638
954.3384338433843,0.7524177499716777
954.3564356435644,0.7739234234030314
954.3744374437443,0.7947244777518533
954.3924392439244,0.8147680666994382
954.4104410441045,0.8340033259087307
954.4284428442844,0.8523815014785494
954.4464446444645,0.8698560711574215
954.4644464446444,0.8863828620421741
954.4824482448245,0.9019201586839651
954.5004500450045,0.9164288081054116
954.5184518451845,0.9298723160017718
954.5364536453645,0.9422169366932832
954.5544554455446,0.9534317561914176
954.5724572457245,0.9634887672353786
954.5904590459046,0.9723629375284046
954.6084608460847,0.9800322696382259
954.6264626462646,0.9864778535590294
954.6444644464447,0.9916839112590922
954.6624662466247,0.9956378327760607
954.6804680468047,0.9983302047040729
954.6984698469847,0.9997548302330482
954.7164716471647,0.999908741073491
954.7344734473447,0.9987922010799015
954.7524752475248,0.9964087017062915
954.7704770477047,0.9927649492426124
954.7884788478848,0.987870844018759
954.8064806480648,0.9817394512655901
954.8244824482448,0.9743869641979827
954.8424842484249,0.9658326593203217
954.8604860486049,0.9560988437698527
954.8784878487849,0.9452107949433716
954.8964896489649,0.9331966930806458
954.9144914491449,0.9200875464263029
954.9324932493249,0.9059171088948725
954.950495049505,0.8907217923003813
954.9684968496849,0.8745405694317021
954.986498649865,0.8574148741401927
955.004500450045,0.8393884921257847
955.022502250225,0.8205074486022307
955.040504050405,0.8008198883272283
955.0585058505851,0.7803759519851402
955.076507650765,0.7592276470259283
955.0945094509451,0.7374287144772326
955.112511251125,0.7150344900362993
955.1305130513051,0.6921017644474269
955.1485148514852,0.668688636611163
955.1665166516651,0.644854366960017
955.1845184518452,0.6206592260087835
955.2025202520252,0.5961643412733616
955.2205220522052,0.5714315432708295
955.2385238523852,0.5465232070882654
955.2565256525653,0.5215020970590043
955.2745274527452,0.49643120606568064
955.2925292529253,0.4713735991860894
955.3105310531054,0.4463922528978688
955.3285328532853,0.421549898291836
955.3465346534654,0.39690886375366125
955.3645364536453,0.37253091794338866
955.3825382538254,0.348477116174222
955.4005400540054,0.3248076478367803
955.4185418541854,0.3015816866199423
955.4365436543654,0.27885724277286417
955.4545454545455,0.2566910196210195
955.4725472547254,0.23513827317072403
955.4905490549055,0.21425267439134169
955.5085508550856,0.19408617789600163
955.5265526552655,0.17468889339442517
955.5445544554456,0.15610896207246072
955.5625562556255,0.1383924394179562
955.5805580558056,0.12158318193573861
955.5985598559856,0.10572274053349574
955.6165616561656,0.09085025869114154
955.6345634563456,0.07700237845218559
955.6525652565257,0.06421315130803679
955.6705670567056,0.05251395673481589
955.6885688568857,0.04193342668900873
955.7065706570658,0.03249737797826165
955.7245724572457,0.02422875047801265
955.7425742574258,0.017147554231549053
955.7605760576057,0.011270822538723005
955.7785778577858,0.006612573403078633
955.7965796579658,0.0031837780602773534
955.8145814581458,0.000992337477694595
955.8325832583258,4.3066281899403306e-05
955.8505850585059,0.0003376845368799321
955.8685868586858,0.001874817194019764
955.8865886588659,0.004650001265916043
955.904590459046,0.008655700507595973
955.9225922592259,0.013881328064514824
955.940594059406,0.020313276297533128
955.958595859586,0.027934954117056102
955.976597659766,0.036726832110894406
955.994599459946,0.046666494229414976
956.012601260126,0.057728696872529905
956.030603060306,0.06988543494432191
956.0486048604861,0.08310601482249429
956.066606660666,0.09735713339094271
956.0846084608461,0.11260296363414696
956.1026102610261,0.1288052467583099
956.1206120612061,0.14592338934573268
956.1386138613861,0.1639145671309564
956.1566156615662,0.18273383293040013
956.1746174617462,0.20233423136425466
956.1926192619262,0.22266691631978072
956.2106210621062,0.24368127436478465
956.2286228622862,0.2653250520806006
956.2466246624663,0.28754448727691334
956.2646264626462,0.3102844424875865
956.2826282628263,0.33348854371569836
956.3006300630063,0.35709932084853957
956.3186318631863,0.3810583499606047
956.3366336633663,0.4053063997828537
956.3546354635464,0.4297835773482864
956.3726372637263,0.45442947688242574
956.3906390639064,0.4791833295786826
956.4086408640865,0.5039841528595892
956.4266426642664,0.5287709014928995
956.4446444644465,0.5534826170579202
956.4626462646264,0.5780585783499537
956.4806480648065,0.6024384503575109
956.4986498649865,0.6265624313167291
956.5166516651665,0.6503713999437299
956.5346534653465,0.6738070597893596
956.5526552655266,0.6968120804328986
