"Data for the dispersion of leaky mode in HCF as per Zeisberger, 
Analytic model for the complex effective index of the leaky modes of tube-type 
anti-resonant hollow core fibers, 2017.

Parameters:
Name of mode: HE_1,1,
Min wavelength: 0.3 [um],
Max wavelength: 1.7999999999999998 [um],
Number of points: 10000,
n_g: fused silica,
Core radius, R: 20.0 [um],
Capillary thickness, w: 0.7 [um].  
* [u = micro] *

"
Wavelength [nm],Re_n_eff
6.874887488748874e-07,0.999910794524137
6.876387638763876e-07,0.9999107452306126
6.877887788778878e-07,0.999910695863127
6.879387938793879e-07,0.9999106464211055
6.880888088808881e-07,0.9999105969039673
6.882388238823883e-07,0.9999105473111243
6.883888388838884e-07,0.9999104976419815
6.885388538853886e-07,0.9999104478959373
6.886888688868887e-07,0.9999103980723824
6.888388838883889e-07,0.9999103481707008
6.889888988898891e-07,0.9999102981902687
6.891389138913891e-07,0.999910248130455
6.892889288928893e-07,0.9999101979906212
6.894389438943894e-07,0.9999101477701211
6.895889588958896e-07,0.9999100974683007
6.897389738973898e-07,0.9999100470844977
6.898889888988898e-07,0.9999099966180424
6.9003900390039e-07,0.9999099460682564
6.901890189018901e-07,0.9999098954344534
6.903390339033903e-07,0.9999098447159386
6.904890489048905e-07,0.9999097939120084
6.906390639063906e-07,0.999909743021951
6.907890789078908e-07,0.9999096920450455
6.909390939093909e-07,0.9999096409805622
6.910891089108911e-07,0.9999095898277621
6.912391239123913e-07,0.9999095385858973
6.913891389138914e-07,0.9999094872542102
6.915391539153916e-07,0.9999094358319341
6.916891689168917e-07,0.9999093843182922
6.918391839183919e-07,0.9999093327124984
6.91989198919892e-07,0.9999092810137562
6.921392139213921e-07,0.9999092292212591
6.922892289228923e-07,0.9999091773341904
6.924392439243924e-07,0.9999091253517228
6.925892589258926e-07,0.9999090732730187
6.927392739273927e-07,0.9999090210972293
6.928892889288928e-07,0.9999089688234951
6.93039303930393e-07,0.9999089164509454
6.931893189318931e-07,0.9999088639786982
6.933393339333933e-07,0.9999088114058597
6.934893489348935e-07,0.9999087587315252
6.936393639363936e-07,0.9999087059547772
6.937893789378938e-07,0.9999086530746868
6.93939393939394e-07,0.9999086000903121
6.940894089408941e-07,0.9999085470006994
6.942394239423943e-07,0.9999084938048821
6.943894389438944e-07,0.9999084405018805
6.945394539453946e-07,0.9999083870907022
6.946894689468948e-07,0.9999083335703408
6.948394839483949e-07,0.9999082799397769
6.94989498949895e-07,0.999908226197977
6.951395139513951e-07,0.999908172343894
6.952895289528953e-07,0.9999081183764658
6.954395439543955e-07,0.9999080642946164
6.955895589558955e-07,0.9999080100972547
6.957395739573957e-07,0.999907955783275
6.958895889588958e-07,0.9999079013515557
6.96039603960396e-07,0.9999078468009602
6.961896189618962e-07,0.999907792130336
6.963396339633963e-07,0.9999077373385139
6.964896489648965e-07,0.9999076824243093
6.966396639663966e-07,0.9999076273865203
6.967896789678968e-07,0.9999075722239281
6.96939693969397e-07,0.9999075169352969
6.970897089708971e-07,0.9999074615193732
6.972397239723973e-07,0.9999074059748854
6.973897389738974e-07,0.9999073503005442
6.975397539753976e-07,0.9999072944950412
6.976897689768978e-07,0.9999072385570498
6.978397839783978e-07,0.9999071824852237
6.97989798979898e-07,0.999907126278197
6.981398139813981e-07,0.9999070699345844
6.982898289828983e-07,0.99990701345298
6.984398439843985e-07,0.9999069568319573
6.985898589858985e-07,0.9999069000700687
6.987398739873987e-07,0.9999068431658454
6.988898889888988e-07,0.9999067861177965
6.99039903990399e-07,0.9999067289244092
6.991899189918992e-07,0.999906671584148
6.993399339933993e-07,0.9999066140954543
6.994899489948995e-07,0.9999065564567461
6.996399639963996e-07,0.999906498666417
6.997899789978998e-07,0.9999064407228372
6.999399939994e-07,0.9999063826243509
7.000900090009001e-07,0.999906324369278
7.002400240024003e-07,0.9999062659559117
7.003900390039005e-07,0.9999062073825198
7.005400540054006e-07,0.9999061486473425
7.006900690069007e-07,0.9999060897485931
7.008400840084008e-07,0.9999060306844567
7.00990099009901e-07,0.9999059714530906
7.011401140114011e-07,0.9999059120526224
7.012901290129013e-07,0.9999058524811506
7.014401440144014e-07,0.9999057927367433
7.015901590159015e-07,0.9999057328174382
7.017401740174017e-07,0.9999056727212414
7.018901890189018e-07,0.9999056124461272
7.02040204020402e-07,0.9999055519900371
7.021902190219022e-07,0.9999054913508792
7.023402340234023e-07,0.9999054305265282
7.024902490249025e-07,0.9999053695148237
7.026402640264027e-07,0.99990530831357
7.027902790279028e-07,0.9999052469205354
7.02940294029403e-07,0.9999051853334514
7.030903090309031e-07,0.9999051235500118
7.032403240324033e-07,0.9999050615678724
7.033903390339035e-07,0.999904999384649
7.035403540354035e-07,0.9999049369979185
7.036903690369037e-07,0.999904874405216
7.038403840384038e-07,0.9999048116040357
7.03990399039904e-07,0.9999047485918284
7.041404140414042e-07,0.9999046853660023
7.042904290429042e-07,0.9999046219239205
7.044404440444044e-07,0.9999045582629008
7.045904590459045e-07,0.9999044943802151
7.047404740474047e-07,0.9999044302730875
7.048904890489049e-07,0.9999043659386937
7.05040504050405e-07,0.9999043013741602
7.051905190519052e-07,0.9999042365765627
7.053405340534053e-07,0.9999041715429254
7.054905490549055e-07,0.9999041062702196
7.056405640564057e-07,0.9999040407553629
7.057905790579058e-07,0.999903974995217
7.05940594059406e-07,0.9999039089865882
7.060906090609061e-07,0.999903842726224
7.062406240624063e-07,0.9999037762108136
7.063906390639065e-07,0.9999037094369857
7.065406540654065e-07,0.999903642401307
7.066906690669067e-07,0.9999035751002814
7.068406840684068e-07,0.9999035075303478
7.06990699069907e-07,0.9999034396878794
7.071407140714071e-07,0.9999033715691812
7.072907290729072e-07,0.9999033031704894
7.074407440744074e-07,0.999903234487969
7.075907590759075e-07,0.9999031655177126
7.077407740774077e-07,0.9999030962557386
7.078907890789079e-07,0.999903026697989
7.08040804080408e-07,0.9999029568403284
7.081908190819082e-07,0.999902886678541
7.083408340834083e-07,0.9999028162083299
7.084908490849085e-07,0.9999027454253142
7.086408640864087e-07,0.9999026743250272
7.087908790879088e-07,0.9999026029029147
7.08940894089409e-07,0.9999025311543319
7.090909090909092e-07,0.9999024590745423
7.092409240924093e-07,0.9999023866587148
7.093909390939094e-07,0.9999023139019209
7.095409540954095e-07,0.9999022407991333
7.096909690969097e-07,0.9999021673452223
7.098409840984099e-07,0.9999020935349542
7.0999099909991e-07,0.9999020193629875
7.101410141014101e-07,0.9999019448238718
7.102910291029102e-07,0.9999018699120429
7.104410441044104e-07,0.9999017946218215
7.105910591059106e-07,0.9999017189474094
7.107410741074107e-07,0.9999016428828865
7.108910891089109e-07,0.999901566422208
7.11041104110411e-07,0.9999014895592002
7.111911191119112e-07,0.9999014122875581
7.113411341134114e-07,0.9999013346008411
7.114911491149115e-07,0.9999012564924695
7.116411641164117e-07,0.9999011779557214
7.117911791179118e-07,0.9999010989837277
7.11941194119412e-07,0.9999010195694689
7.120912091209122e-07,0.9999009397057703
7.122412241224122e-07,0.9999008593852988
7.123912391239124e-07,0.9999007786005571
7.125412541254125e-07,0.9999006973438803
7.126912691269127e-07,0.99990061560743
7.128412841284129e-07,0.9999005333831906
7.129912991299129e-07,0.9999004506629634
7.131413141314131e-07,0.9999003674383615
7.132913291329132e-07,0.999900283700805
7.134413441344134e-07,0.9999001994415141
7.135913591359136e-07,0.9999001146515046
7.137413741374137e-07,0.9999000293215814
7.138913891389139e-07,0.9998999434423319
7.14041404140414e-07,0.99989985700412
7.141914191419142e-07,0.9998997699970793
7.143414341434144e-07,0.9998996824111063
7.144914491449145e-07,0.9998995942358527
7.146414641464147e-07,0.9998995054607189
7.147914791479149e-07,0.9998994160748453
7.14941494149415e-07,0.999899326067105
7.150915091509151e-07,0.9998992354260949
7.152415241524152e-07,0.9998991441401281
7.153915391539154e-07,0.9998990521972239
7.155415541554156e-07,0.9998989595850987
7.156915691569157e-07,0.9998988662911573
7.158415841584158e-07,0.9998987723024819
7.159915991599159e-07,0.9998986776058221
7.161416141614161e-07,0.9998985821875843
7.162916291629162e-07,0.99989848603382
7.164416441644164e-07,0.9998983891302149
7.165916591659166e-07,0.999898291462076
7.167416741674167e-07,0.9998981930143196
7.168916891689169e-07,0.999898093771458
7.170417041704171e-07,0.999897993717586
7.171917191719172e-07,0.9998978928363665
7.173417341734174e-07,0.999897791111016
7.174917491749175e-07,0.9998976885242888
7.176417641764177e-07,0.9998975850584618
7.177917791779179e-07,0.999897480695317
7.179417941794179e-07,0.9998973754161248
7.180918091809181e-07,0.999897269201625
7.182418241824182e-07,0.9998971620320092
7.183918391839184e-07,0.9998970538868999
7.185418541854186e-07,0.9998969447453305
7.186918691869186e-07,0.9998968345857241
7.188418841884188e-07,0.9998967233858704
7.189918991899189e-07,0.9998966111229032
7.191419141914191e-07,0.9998964977732748
7.192919291929193e-07,0.999896383312732
7.194419441944194e-07,0.9998962677162876
7.195919591959196e-07,0.9998961509581945
7.197419741974197e-07,0.9998960330119147
7.198919891989199e-07,0.9998959138500899
7.200420042004201e-07,0.9998957934445091
7.201920192019202e-07,0.9998956717660751
7.203420342034204e-07,0.9998955487847696
7.204920492049205e-07,0.9998954244696165
7.206420642064207e-07,0.9998952987886429
7.207920792079209e-07,0.9998951717088395
7.209420942094209e-07,0.9998950431961174
7.210921092109211e-07,0.9998949132152644
7.212421242124212e-07,0.9998947817298975
7.213921392139214e-07,0.9998946487024147
7.215421542154215e-07,0.9998945140939427
7.216921692169216e-07,0.9998943778642836
7.218421842184218e-07,0.9998942399718569
7.219921992199219e-07,0.9998941003736408
7.221422142214221e-07,0.9998939590251082
7.222922292229223e-07,0.9998938158801605
7.224422442244224e-07,0.9998936708910579
7.225922592259226e-07,0.9998935240083455
7.227422742274228e-07,0.9998933751807763
7.228922892289229e-07,0.9998932243552278
7.230423042304231e-07,0.9998930714766165
7.231923192319232e-07,0.9998929164878066
7.233423342334234e-07,0.9998927593295132
7.234923492349236e-07,0.9998925999401999
7.236423642364237e-07,0.9998924382559717
7.237923792379238e-07,0.9998922742104608
7.239423942394239e-07,0.9998921077347048
7.240924092409241e-07,0.9998919387570202
7.242424242424243e-07,0.9998917672028654
7.243924392439244e-07,0.9998915929946979
7.245424542454245e-07,0.999891416051821
7.246924692469246e-07,0.9998912362902221
7.248424842484248e-07,0.9998910536224012
7.24992499249925e-07,0.9998908679571867
7.251425142514251e-07,0.9998906791995417
7.252925292529253e-07,0.999890487250357
7.254425442544254e-07,0.9998902920062305
7.255925592559256e-07,0.9998900933592316
7.257425742574258e-07,0.9998898911966516
7.258925892589259e-07,0.9998896854007354
7.260426042604261e-07,0.9998894758483967
7.261926192619262e-07,0.999889262410912
7.263426342634264e-07,0.9998890449535949
7.264926492649266e-07,0.999888823335446
7.266426642664266e-07,0.9998885974087794
7.267926792679268e-07,0.9998883670188213
7.269426942694269e-07,0.9998881320032793
7.270927092709271e-07,0.9998878921918805
7.272427242724273e-07,0.9998876474058751
7.273927392739273e-07,0.9998873974575019
7.275427542754275e-07,0.9998871421494131
7.276927692769276e-07,0.9998868812740548
7.278427842784278e-07,0.9998866146129985
7.27992799279928e-07,0.9998863419362198
7.281428142814281e-07,0.9998860630013174
7.282928292829283e-07,0.9998857775526709
7.284428442844284e-07,0.9998854853205258
7.285928592859286e-07,0.9998851860200038
7.287428742874288e-07,0.9998848793500273
7.288928892889289e-07,0.9998845649921521
7.290429042904291e-07,0.9998842426092958
7.291929192919293e-07,0.9998839118443548
7.293429342934294e-07,0.9998835723186954
7.294929492949295e-07,0.999883223630506
7.296429642964296e-07,0.9998828653529958
7.297929792979298e-07,0.9998824970324239
7.2994299429943e-07,0.9998821181859375
7.300930093009301e-07,0.9998817282991987
7.302430243024302e-07,0.9998813268237764
7.303930393039303e-07,0.9998809131742732
7.305430543054305e-07,0.9998804867251577
7.306930693069306e-07,0.999880046807265
7.308430843084308e-07,0.9998795927039252
7.30993099309931e-07,0.9998791236466708
7.311431143114311e-07,0.9998786388104712
7.312931293129313e-07,0.9998781373084319
7.314431443144315e-07,0.9998776181858836
7.315931593159316e-07,0.9998770804137835
7.317431743174318e-07,0.9998765228813282
7.318931893189319e-07,0.999875944387669
7.320432043204321e-07,0.999875343632599
7.321932193219323e-07,0.99987471920606
7.323432343234324e-07,0.999874069576291
7.324932493249325e-07,0.9998733930764075
7.326432643264326e-07,0.9998726878891674
7.327932793279328e-07,0.9998719520296244
7.32943294329433e-07,0.9998711833253268
7.33093309330933e-07,0.999870379393641
7.332433243324332e-07,0.9998695376157031
7.333933393339333e-07,0.9998686551063974
7.335433543354335e-07,0.9998677286796387
7.336933693369337e-07,0.9998667548080745
7.338433843384338e-07,0.9998657295761364
7.33993399339934e-07,0.9998646486251209
7.341434143414341e-07,0.9998635070886749
7.342934293429343e-07,0.9998622995166737
7.344434443444345e-07,0.9998610197849772
7.345934593459346e-07,0.999859660987912
7.347434743474348e-07,0.9998582153094923
7.348934893489349e-07,0.9998566738683118
7.350435043504351e-07,0.9998550265295999
7.351935193519353e-07,0.9998532616760388
7.353435343534353e-07,0.9998513659263839
7.354935493549355e-07,0.9998493237874692
7.356435643564356e-07,0.9998471172204455
7.357935793579358e-07,0.9998447250955304
7.35943594359436e-07,0.9998421225003457
7.36093609360936e-07,0.9998392798538229
7.362436243624362e-07,0.9998361617587795
7.363936393639363e-07,0.9998327254985961
7.365436543654365e-07,0.9998289190421913
7.366936693669367e-07,0.9998246783588424
7.368436843684368e-07,0.9998199237472708
7.36993699369937e-07,0.9998145547293017
7.371437143714372e-07,0.9998084428076055
7.372937293729373e-07,0.9998014209670815
7.374437443744375e-07,0.9997932680733066
7.375937593759376e-07,0.9997836850192604
7.377437743774378e-07,0.9997722570363285
7.37893789378938e-07,0.9997583918048711
7.380438043804381e-07,0.9997412130625002
7.381938193819382e-07,0.9997193672935233
7.383438343834383e-07,0.9996906475961095
7.384938493849385e-07,0.9996511952613983
7.386438643864387e-07,0.9995935986151935
7.387938793879388e-07,0.9995015809069174
7.389438943894389e-07,0.9993310918756969
7.39093909390939e-07,0.9989069999919892
7.392439243924392e-07,0.9960190161339916
7.393939393939394e-07,1.0019385853503513
7.395439543954395e-07,1.0007079504877032
7.396939693969397e-07,1.0004040416355835
7.398439843984398e-07,1.0002663720734435
7.3999399939994e-07,1.0001878239685837
7.401440144014402e-07,1.0001370375166587
7.402940294029403e-07,1.0001014995505002
7.404440444044405e-07,1.0000752347890638
7.405940594059406e-07,1.0000550292394497
7.407440744074408e-07,1.0000390003352446
7.40894089408941e-07,1.000025972193184
7.41044104410441e-07,1.000015172466266
7.411941194119412e-07,1.0000060729161986
7.413441344134413e-07,0.9999983000341851
7.414941494149415e-07,0.9999915822530785
7.416441644164417e-07,0.9999857173902054
7.417941794179417e-07,0.9999805518184273
7.419441944194419e-07,0.9999759667155411
7.42094209420942e-07,0.999971868736092
7.422442244224422e-07,0.9999681835306491
7.423942394239424e-07,0.999964851147573
7.425442544254425e-07,0.9999618227087791
7.426942694269427e-07,0.9999590579658689
7.428442844284428e-07,0.999956523476118
7.42994299429943e-07,0.9999541912223397
7.431443144314432e-07,0.9999520375555135
7.432943294329433e-07,0.9999500423754193
7.434443444344435e-07,0.9999481884890361
7.435943594359437e-07,0.9999464611032797
7.437443744374438e-07,0.9999448474203709
7.43894389438944e-07,0.9999433363123981
7.44044404440444e-07,0.9999419180575636
7.441944194419442e-07,0.9999405841248906
7.443444344434444e-07,0.999939326997311
7.444944494449445e-07,0.9999381400253832
7.446444644464446e-07,0.9999370173056246
7.447944794479447e-07,0.9999359535787598
7.449444944494449e-07,0.9999349441441822
7.45094509450945e-07,0.9999339847876914
7.452445244524452e-07,0.999933071720165
7.453945394539454e-07,0.9999322015252806
7.455445544554455e-07,0.9999313711147686
7.456945694569457e-07,0.9999305776899582
7.458445844584459e-07,0.9999298187086095
7.45994599459946e-07,0.9999290918562013
7.461446144614462e-07,0.9999283950209918
7.462946294629463e-07,0.9999277262722889
7.464446444644465e-07,0.9999270838414522
7.465946594659467e-07,0.9999264661052427
7.467446744674468e-07,0.9999258715711797
7.468946894689469e-07,0.9999252988646359
7.47044704470447e-07,0.9999247467174285
7.471947194719472e-07,0.9999242139577128
7.473447344734474e-07,0.9999236995010037
7.474947494749475e-07,0.9999232023421848
7.476447644764476e-07,0.9999227215483775
7.477947794779477e-07,0.9999222562525661
7.479447944794479e-07,0.9999218056478861
7.480948094809481e-07,0.9999213689824965
7.482448244824482e-07,0.9999209455549682
7.483948394839484e-07,0.9999205347101287
7.485448544854485e-07,0.99992013583531
7.486948694869487e-07,0.9999197483569582
7.488448844884489e-07,0.9999193717375595
7.48994899489949e-07,0.9999190054728545
7.491449144914492e-07,0.9999186490893048
7.492949294929493e-07,0.9999183021417891
7.494449444944495e-07,0.9999179642115028
7.495949594959497e-07,0.9999176349040414
7.497449744974497e-07,0.9999173138476495
7.498949894989499e-07,0.999917000691617
7.5004500450045e-07,0.9999166951048122
7.501950195019502e-07,0.9999163967743325
7.503450345034504e-07,0.9999161054042687
7.504950495049504e-07,0.9999158207145659
7.506450645064506e-07,0.9999155424399759
7.507950795079507e-07,0.9999152703290914
7.509450945094509e-07,0.9999150041434552
7.510951095109511e-07,0.9999147436567366
7.512451245124512e-07,0.9999144886539698
7.513951395139514e-07,0.9999142389308506
7.515451545154516e-07,0.9999139942930824
7.516951695169517e-07,0.9999137545557713
7.518451845184519e-07,0.9999135195428642
7.51995199519952e-07,0.9999132890866265
7.521452145214522e-07,0.9999130630271562
7.522952295229524e-07,0.9999128412119328
7.524452445244525e-07,0.9999126234953952
7.525952595259526e-07,0.9999124097385503
7.527452745274527e-07,0.9999121998086058
7.528952895289529e-07,0.9999119935786286
7.530453045304531e-07,0.9999117909272252
7.531953195319532e-07,0.9999115917382425
7.533453345334533e-07,0.9999113959004886
7.534953495349534e-07,0.9999112033074702
7.536453645364536e-07,0.9999110138571469
7.537953795379538e-07,0.9999108274517011
7.539453945394539e-07,0.9999106439973225
7.540954095409541e-07,0.9999104634040036
7.542454245424542e-07,0.9999102855853497
7.543954395439544e-07,0.9999101104583996
7.545454545454546e-07,0.9999099379434564
7.546954695469547e-07,0.9999097679639284
7.548454845484549e-07,0.9999096004461796
7.54995499549955e-07,0.9999094353193885
7.551455145514552e-07,0.9999092725154145
7.552955295529554e-07,0.9999091119686728
7.554455445544554e-07,0.9999089536160154
7.555955595559556e-07,0.9999087973966188
7.557455745574557e-07,0.9999086432518781
7.558955895589559e-07,0.999908491125307
7.560456045604561e-07,0.999908340962443
7.561956195619561e-07,0.9999081927107568
7.563456345634563e-07,0.9999080463195683
7.564956495649564e-07,0.999907901739965
7.566456645664566e-07,0.9999077589247265
7.567956795679568e-07,0.999907617828251
7.569456945694569e-07,0.9999074784064875
7.570957095709571e-07,0.9999073406168699
7.572457245724572e-07,0.9999072044182545
7.573957395739574e-07,0.9999070697708623
7.575457545754576e-07,0.999906936636222
7.576957695769577e-07,0.9999068049771163
7.578457845784579e-07,0.9999066747575327
7.57995799579958e-07,0.9999065459426135
7.581458145814582e-07,0.9999064184986112
7.582958295829584e-07,0.9999062923928435
7.584458445844584e-07,0.9999061675936527
7.585958595859586e-07,0.9999060440703649
7.587458745874588e-07,0.9999059217932526
7.588958895889589e-07,0.9999058007334988
7.59045904590459e-07,0.9999056808631612
7.591959195919591e-07,0.9999055621551409
7.593459345934593e-07,0.9999054445831494
7.594959495949594e-07,0.9999053281216794
7.596459645964596e-07,0.9999052127459753
7.597959795979598e-07,0.9999050984320066
7.599459945994599e-07,0.9999049851564408
7.600960096009601e-07,0.9999048728966183
7.602460246024603e-07,0.9999047616305289
7.603960396039604e-07,0.999904651336788
7.605460546054606e-07,0.999904541994615
7.606960696069607e-07,0.9999044335838118
7.608460846084609e-07,0.9999043260847428
7.609960996099611e-07,0.9999042194783153
7.611461146114612e-07,0.999904113745961
7.612961296129613e-07,0.9999040088696179
7.614461446144614e-07,0.9999039048317134
7.615961596159616e-07,0.9999038016151475
7.617461746174618e-07,0.9999036992032775
7.618961896189619e-07,0.9999035975799022
7.62046204620462e-07,0.9999034967292482
7.621962196219621e-07,0.9999033966359551
7.623462346234623e-07,0.9999032972850622
7.624962496249625e-07,0.999903198661996
7.626462646264626e-07,0.9999031007525573
7.627962796279628e-07,0.9999030035429096
7.629462946294629e-07,0.9999029070195672
7.630963096309631e-07,0.9999028111693848
7.632463246324633e-07,0.999902715979546
7.633963396339634e-07,0.9999026214375536
7.635463546354636e-07,0.9999025275312198
7.636963696369637e-07,0.9999024342486561
7.638463846384639e-07,0.9999023415782651
7.639963996399641e-07,0.9999022495087307
7.641464146414641e-07,0.9999021580290103
7.642964296429643e-07,0.9999020671283257
7.644464446444644e-07,0.999901976796157
7.645964596459646e-07,0.9999018870222326
7.647464746474648e-07,0.9999017977965239
7.648964896489648e-07,0.9999017091092367
7.65046504650465e-07,0.9999016209508055
7.651965196519651e-07,0.9999015333118861
7.653465346534653e-07,0.9999014461833496
7.654965496549655e-07,0.9999013595562765
7.656465646564656e-07,0.9999012734219497
7.657965796579658e-07,0.9999011877718499
7.65946594659466e-07,0.9999011025976497
7.660966096609661e-07,0.9999010178912079
7.662466246624663e-07,0.9999009336445647
7.663966396639664e-07,0.9999008498499363
7.665466546654666e-07,0.9999007664997105
7.666966696669668e-07,0.9999006835864417
7.668466846684669e-07,0.9999006011028464
7.66996699669967e-07,0.999900519041799
7.671467146714671e-07,0.9999004373963273
7.672967296729673e-07,0.9999003561596086
7.674467446744675e-07,0.9999002753249653
7.675967596759676e-07,0.9999001948858619
7.677467746774677e-07,0.9999001148359002
7.678967896789678e-07,0.9999000351688168
7.68046804680468e-07,0.9998999558784782
7.681968196819682e-07,0.9998998769588789
7.683468346834683e-07,0.9998997984041373
7.684968496849685e-07,0.9998997202084925
7.686468646864686e-07,0.9998996423663015
7.687968796879688e-07,0.9998995648720357
7.68946894689469e-07,0.9998994877202791
7.690969096909691e-07,0.999899410905724
7.692469246924693e-07,0.9998993344231694
7.693969396939694e-07,0.9998992582675178
7.695469546954696e-07,0.9998991824337732
7.696969696969698e-07,0.9998991069170374
7.698469846984699e-07,0.9998990317125094
7.6999699969997e-07,0.999898956815481
7.701470147014701e-07,0.9998988822213364
7.702970297029703e-07,0.9998988079255487
7.704470447044705e-07,0.9998987339236782
7.705970597059705e-07,0.9998986602113706
7.707470747074707e-07,0.9998985867843541
7.708970897089708e-07,0.9998985136384385
7.71047104710471e-07,0.9998984407695126
7.711971197119712e-07,0.9998983681735426
7.713471347134713e-07,0.9998982958465699
7.714971497149715e-07,0.9998982237847102
7.716471647164716e-07,0.9998981519841506
7.717971797179718e-07,0.9998980804411491
7.71947194719472e-07,0.9998980091520323
7.720972097209721e-07,0.9998979381131938
7.722472247224723e-07,0.999897867321093
7.723972397239725e-07,0.9998977967722534
7.725472547254726e-07,0.9998977264632616
7.726972697269728e-07,0.9998976563907649
7.728472847284728e-07,0.9998975865514711
7.72997299729973e-07,0.9998975169421461
7.731473147314732e-07,0.9998974475596135
7.732973297329733e-07,0.9998973784007529
7.734473447344735e-07,0.9998973094624984
7.735973597359735e-07,0.9998972407418383
7.737473747374737e-07,0.9998971722358126
7.738973897389739e-07,0.9998971039415132
7.74047404740474e-07,0.999897035856082
7.741974197419742e-07,0.9998969679767102
7.743474347434743e-07,0.9998969003006367
7.744974497449745e-07,0.9998968328251477
7.746474647464747e-07,0.9998967655475756
7.747974797479748e-07,0.9998966984652974
7.74947494749475e-07,0.9998966315757347
7.750975097509751e-07,0.9998965648763521
7.752475247524753e-07,0.9998964983646565
7.753975397539755e-07,0.9998964320381964
7.755475547554756e-07,0.9998963658945607
7.756975697569757e-07,0.999896299931378
7.758475847584758e-07,0.9998962341463157
7.75997599759976e-07,0.9998961685370799
7.761476147614762e-07,0.9998961031014133
7.762976297629763e-07,0.9998960378370958
7.764476447644764e-07,0.9998959727419426
7.765976597659765e-07,0.9998959078138047
7.767476747674767e-07,0.9998958430505668
7.768976897689769e-07,0.9998957784501478
7.77047704770477e-07,0.9998957140104996
7.771977197719772e-07,0.9998956497296064
7.773477347734773e-07,0.9998955856054844
7.774977497749775e-07,0.9998955216361807
7.776477647764777e-07,0.9998954578197727
7.777977797779778e-07,0.9998953941543687
7.77947794779478e-07,0.9998953306381052
7.780978097809781e-07,0.9998952672691485
7.782478247824782e-07,0.9998952040456922
7.783978397839784e-07,0.9998951409659584
7.785478547854785e-07,0.9998950780281962
7.786978697869787e-07,0.9998950152306809
7.788478847884788e-07,0.9998949525717145
7.78997899789979e-07,0.9998948900496242
7.791479147914792e-07,0.9998948276627628
7.792979297929793e-07,0.9998947654095075
7.794479447944795e-07,0.99989470328826
7.795979597959795e-07,0.9998946412974454
7.797479747974797e-07,0.9998945794355124
7.798979897989799e-07,0.9998945177009327
7.8004800480048e-07,0.9998944560922004
7.801980198019802e-07,0.9998943946078316
7.803480348034804e-07,0.9998943332463641
7.804980498049805e-07,0.999894272006357
7.806480648064807e-07,0.9998942108863906
7.807980798079808e-07,0.9998941498850652
7.80948094809481e-07,0.9998940890010014
7.81098109810981e-07,0.9998940282328399
7.812481248124812e-07,0.9998939675792404
7.813981398139814e-07,0.9998939070388824
7.815481548154815e-07,0.999893846610463
7.816981698169817e-07,0.9998937862926988
7.818481848184819e-07,0.9998937260843238
7.81998199819982e-07,0.9998936659840904
7.821482148214822e-07,0.9998936059907677
7.822982298229823e-07,0.9998935461031426
7.824482448244825e-07,0.9998934863200187
7.825982598259826e-07,0.999893426640216
7.827482748274827e-07,0.9998933670625707
7.828982898289829e-07,0.9998933075859355
7.83048304830483e-07,0.9998932482091782
7.831983198319832e-07,0.9998931889311828
7.833483348334834e-07,0.9998931297508477
7.834983498349835e-07,0.9998930706670868
7.836483648364837e-07,0.9998930116788282
7.837983798379838e-07,0.9998929527850152
7.839483948394839e-07,0.9998928939846043
7.840984098409841e-07,0.999892835276567
7.842484248424842e-07,0.9998927766598877
7.843984398439844e-07,0.999892718133565
7.845484548454845e-07,0.9998926596966098
7.846984698469847e-07,0.9998926013480469
7.848484848484849e-07,0.9998925430869139
7.84998499849985e-07,0.9998924849122605
7.851485148514852e-07,0.9998924268231493
7.852985298529853e-07,0.9998923688186548
7.854485448544854e-07,0.999892310897864
7.855985598559856e-07,0.9998922530598751
7.857485748574857e-07,0.9998921953037984
7.858985898589859e-07,0.9998921376287552
7.86048604860486e-07,0.9998920800338787
7.861986198619862e-07,0.9998920225183127
7.863486348634864e-07,0.9998919650812118
7.864986498649865e-07,0.9998919077217421
7.866486648664867e-07,0.9998918504390791
7.867986798679869e-07,0.9998917932324098
7.869486948694869e-07,0.999891736100931
7.870987098709871e-07,0.9998916790438491
7.872487248724872e-07,0.9998916220603814
7.873987398739874e-07,0.999891565149754
7.875487548754876e-07,0.9998915083112031
7.876987698769877e-07,0.9998914515439744
7.878487848784879e-07,0.9998913948473228
7.87998799879988e-07,0.9998913382205122
7.881488148814882e-07,0.999891281662816
7.882988298829883e-07,0.999891225173516
7.884488448844884e-07,0.9998911687519029
7.885988598859886e-07,0.9998911123972761
7.887488748874887e-07,0.9998910561089436
7.888988898889889e-07,0.9998909998862215
7.890489048904891e-07,0.9998909437284343
7.891989198919892e-07,0.9998908876349146
7.893489348934894e-07,0.9998908316050029
7.894989498949895e-07,0.9998907756380477
7.896489648964897e-07,0.9998907197334052
7.897989798979898e-07,0.9998906638904392
7.899489948994899e-07,0.999890608108521
7.900990099009901e-07,0.9998905523870296
7.902490249024902e-07,0.9998904967253509
7.903990399039904e-07,0.9998904411228783
7.905490549054906e-07,0.999890385579012
7.906990699069907e-07,0.9998903300931596
7.908490849084909e-07,0.9998902746647352
7.90999099909991e-07,0.9998902192931599
7.911491149114911e-07,0.9998901639778615
7.912991299129913e-07,0.9998901087182741
