"Data for the dispersion of leaky mode in HCF as per Zeisberger, 
Analytic model for the complex effective index of the leaky modes of tube-type 
anti-resonant hollow core fibers, 2017.

Parameters:
Name of mode: HE_1,1,
Min wavelength: 0.3 [um],
Max wavelength: 1.7999999999999998 [um],
Number of points: 10000,
n_g: fused silica,
Core radius, R: 20.0 [um],
Capillary thickness, w: 0.7 [um].  
* [u = micro] *

"
Wavelength [nm],Re_n_eff
3.309030903090309e-07,0.9999800100203166
3.3105310531053104e-07,0.9999799906544069
3.312031203120312e-07,0.9999799712850204
3.313531353135313e-07,0.9999799519119807
3.315031503150315e-07,0.9999799325351154
3.3165316531653163e-07,0.9999799131542548
3.318031803180318e-07,0.9999798937692326
3.3195319531953196e-07,0.999979874379885
3.321032103210321e-07,0.999979854986052
3.322532253225322e-07,0.9999798355875759
3.324032403240324e-07,0.9999798161843013
3.3255325532553255e-07,0.9999797967760765
3.327032703270327e-07,0.9999797773627515
3.328532853285328e-07,0.9999797579441787
3.33003300330033e-07,0.9999797385202133
3.3315331533153314e-07,0.9999797190907123
3.333033303330333e-07,0.9999796996555352
3.3345334533453346e-07,0.9999796802145435
3.3360336033603357e-07,0.9999796607676005
3.3375337533753373e-07,0.9999796413145716
3.339033903390339e-07,0.9999796218553242
3.3405340534053405e-07,0.9999796023897268
3.342034203420342e-07,0.9999795829176507
3.343534353435343e-07,0.9999795634389679
3.345034503450345e-07,0.9999795439535524
3.3465346534653464e-07,0.9999795244612795
3.348034803480348e-07,0.999979504962026
3.3495349534953497e-07,0.9999794854556705
3.351035103510351e-07,0.9999794659420923
3.3525352535253523e-07,0.9999794464211721
3.354035403540354e-07,0.9999794268927921
3.3555355535553556e-07,0.9999794073568355
3.3570357035703566e-07,0.9999793878131865
3.358535853585358e-07,0.9999793682617305
3.36003600360036e-07,0.9999793487023535
3.3615361536153615e-07,0.9999793291349431
3.363036303630363e-07,0.9999793095593873
3.3645364536453647e-07,0.9999792899755751
3.366036603660366e-07,0.999979270383396
3.3675367536753674e-07,0.999979250782741
3.369036903690369e-07,0.9999792311735007
3.3705370537053706e-07,0.9999792115555676
3.3720372037203717e-07,0.9999791919288339
3.3735373537353733e-07,0.9999791722931924
3.375037503750375e-07,0.999979152648537
3.3765376537653765e-07,0.9999791329947616
3.378037803780378e-07,0.9999791133317607
3.379537953795379e-07,0.9999790936594292
3.381038103810381e-07,0.9999790739776624
3.3825382538253824e-07,0.9999790542863557
3.384038403840384e-07,0.9999790345854049
3.385538553855385e-07,0.9999790148747064
3.387038703870387e-07,0.9999789951541562
3.3885388538853883e-07,0.9999789754236509
3.39003900390039e-07,0.9999789556830869
3.3915391539153916e-07,0.9999789359323609
3.393039303930393e-07,0.9999789161713696
3.394539453945394e-07,0.9999788964000097
3.396039603960396e-07,0.9999788766181781
3.3975397539753975e-07,0.999978856825771
3.399039903990399e-07,0.9999788370226852
3.4005400540054e-07,0.999978817208817
3.402040204020402e-07,0.9999787973840627
3.4035403540354034e-07,0.9999787775483182
3.405040504050405e-07,0.9999787577014794
3.4065406540654066e-07,0.9999787378434415
3.4080408040804077e-07,0.9999787179740999
3.4095409540954093e-07,0.9999786980933494
3.411041104110411e-07,0.9999786782010843
3.4125412541254125e-07,0.9999786582971987
3.414041404140414e-07,0.999978638381586
3.415541554155415e-07,0.9999786184541392
3.417041704170417e-07,0.9999785985147509
3.4185418541854184e-07,0.999978578563313
3.42004200420042e-07,0.9999785585997167
3.4215421542154217e-07,0.999978538623853
3.423042304230423e-07,0.9999785186356114
3.4245424542454243e-07,0.9999784986348813
3.426042604260426e-07,0.9999784786215512
3.4275427542754276e-07,0.9999784585955089
3.4290429042904287e-07,0.999978438556641
3.43054305430543e-07,0.9999784185048336
3.432043204320432e-07,0.9999783984399716
3.4335433543354335e-07,0.9999783783619391
3.435043504350435e-07,0.9999783582706193
3.4365436543654367e-07,0.999978338165894
3.438043804380438e-07,0.999978318047644
3.4395439543954394e-07,0.9999782979157495
3.441044104410441e-07,0.9999782777700889
3.4425442544254426e-07,0.9999782576105395
3.4440444044404437e-07,0.9999782374369776
3.4455445544554453e-07,0.9999782172492777
3.447044704470447e-07,0.9999781970473136
3.4485448544854485e-07,0.9999781768309571
3.45004500450045e-07,0.9999781566000789
3.451545154515451e-07,0.9999781363545482
3.453045304530453e-07,0.9999781160942324
3.4545454545454544e-07,0.9999780958189973
3.456045604560456e-07,0.9999780755287074
3.457545754575457e-07,0.9999780552232254
3.459045904590459e-07,0.9999780349024117
3.4605460546054603e-07,0.9999780145661255
3.462046204620462e-07,0.999977994214224
3.4635463546354636e-07,0.9999779738465621
3.465046504650465e-07,0.9999779534629932
3.466546654665466e-07,0.9999779330633685
3.468046804680468e-07,0.9999779126475367
3.4695469546954695e-07,0.9999778922153448
3.471047104710471e-07,0.9999778717666375
3.472547254725472e-07,0.999977851301257
3.474047404740474e-07,0.9999778308190431
3.4755475547554754e-07,0.9999778103198332
3.477047704770477e-07,0.9999777898034624
3.4785478547854786e-07,0.9999777692697629
3.48004800480048e-07,0.9999777487185644
3.4815481548154813e-07,0.9999777281496938
3.483048304830483e-07,0.999977707562975
3.4845484548454845e-07,0.9999776869582295
3.486048604860486e-07,0.9999776663352753
3.487548754875487e-07,0.9999776456939274
3.489048904890489e-07,0.9999776250339978
3.4905490549054904e-07,0.9999776043552953
3.492049204920492e-07,0.9999775836576248
3.4935493549354937e-07,0.9999775629407887
3.495049504950495e-07,0.9999775422045848
3.4965496549654963e-07,0.9999775214488081
3.498049804980498e-07,0.9999775006732494
3.4995499549954996e-07,0.9999774798776956
3.5010501050105007e-07,0.99997745906193
3.502550255025502e-07,0.9999774382257314
3.504050405040504e-07,0.9999774173688744
3.5055505550555055e-07,0.9999773964911297
3.507050705070507e-07,0.9999773755922631
3.5085508550855087e-07,0.9999773546720361
3.51005100510051e-07,0.9999773337302051
3.5115511551155114e-07,0.9999773127665221
3.513051305130513e-07,0.9999772917807339
3.5145514551455146e-07,0.999977270772582
3.5160516051605157e-07,0.9999772497418028
3.5175517551755173e-07,0.9999772286881272
3.519051905190519e-07,0.9999772076112803
3.5205520552055205e-07,0.9999771865109817
3.522052205220522e-07,0.9999771653869448
3.523552355235523e-07,0.9999771442388771
3.525052505250525e-07,0.9999771230664796
3.5265526552655264e-07,0.9999771018694467
3.528052805280528e-07,0.9999770806474662
3.5295529552955297e-07,0.9999770594002191
3.531053105310531e-07,0.999977038127379
3.5325532553255324e-07,0.9999770168286124
3.534053405340534e-07,0.9999769955035782
3.5355535553555356e-07,0.9999769741519272
3.537053705370537e-07,0.9999769527733027
3.538553855385538e-07,0.9999769313673387
3.54005400540054e-07,0.999976909933662
3.5415541554155415e-07,0.9999768884718893
3.543054305430543e-07,0.9999768669816288
3.544554455445544e-07,0.9999768454624793
3.546054605460546e-07,0.9999768239140298
3.5475547554755474e-07,0.9999768023358591
3.549054905490549e-07,0.9999767807275357
3.5505550555055506e-07,0.9999767590886178
3.552055205520552e-07,0.9999767374186519
3.5535553555355533e-07,0.9999767157171736
3.555055505550555e-07,0.9999766939837064
3.5565556555655565e-07,0.9999766722177617
3.558055805580558e-07,0.9999766504188384
3.559555955595559e-07,0.9999766285864223
3.561056105610561e-07,0.9999766067199859
3.5625562556255624e-07,0.9999765848189873
3.564056405640564e-07,0.9999765628828707
3.5655565556555657e-07,0.9999765409110652
3.567056705670567e-07,0.9999765189029844
3.5685568556855684e-07,0.9999764968580261
3.57005700570057e-07,0.9999764747755712
3.5715571557155716e-07,0.9999764526549839
3.5730573057305727e-07,0.9999764304956106
3.574557455745574e-07,0.999976408296779
3.576057605760576e-07,0.999976386057798
3.5775577557755775e-07,0.9999763637779568
3.579057905790579e-07,0.9999763414565241
3.5805580558055807e-07,0.9999763190927472
3.582058205820582e-07,0.9999762966858515
3.5835583558355834e-07,0.9999762742350398
3.585058505850585e-07,0.9999762517394905
3.5865586558655866e-07,0.9999762291983579
3.5880588058805877e-07,0.999976206610771
3.5895589558955893e-07,0.9999761839758315
3.591059105910591e-07,0.9999761612926141
3.5925592559255925e-07,0.9999761385601645
3.594059405940594e-07,0.9999761157774986
3.595559555955595e-07,0.9999760929436013
3.597059705970597e-07,0.9999760700574256
3.5985598559855984e-07,0.9999760471178902
3.6000600060006e-07,0.9999760241238796
3.601560156015601e-07,0.9999760010742416
3.603060306030603e-07,0.9999759779677859
3.6045604560456044e-07,0.9999759548032832
3.606060606060606e-07,0.9999759315794623
3.6075607560756076e-07,0.9999759082950098
3.609060906090609e-07,0.9999758849485674
3.61056105610561e-07,0.99997586153873
3.612061206120612e-07,0.9999758380640434
3.6135613561356135e-07,0.9999758145230034
3.615061506150615e-07,0.999975790914052
3.616561656165616e-07,0.9999757672355755
3.618061806180618e-07,0.9999757434859027
3.6195619561956194e-07,0.9999757196633015
3.621062106210621e-07,0.9999756957659761
3.6225622562256226e-07,0.9999756717920645
3.624062406240624e-07,0.9999756477396351
3.6255625562556253e-07,0.9999756236066834
3.627062706270627e-07,0.9999755993911283
3.6285628562856285e-07,0.999975575090809
3.63006300630063e-07,0.9999755507034808
3.631563156315631e-07,0.9999755262268102
3.633063306330633e-07,0.9999755016583722
3.6345634563456344e-07,0.9999754769956442
3.636063606360636e-07,0.9999754522360013
3.6375637563756377e-07,0.9999754273767117
3.6390639063906393e-07,0.9999754024149308
3.6405640564056404e-07,0.9999753773476949
3.642064206420642e-07,0.9999753521719156
3.6435643564356436e-07,0.9999753268843724
3.6450645064506447e-07,0.9999753014817067
3.646564656465646e-07,0.9999752759604125
3.648064806480648e-07,0.9999752503168301
3.6495649564956495e-07,0.9999752245471364
3.651065106510651e-07,0.9999751986473358
3.6525652565256527e-07,0.9999751726132508
3.654065406540654e-07,0.9999751464405108
3.6555655565556554e-07,0.9999751201245416
3.657065706570657e-07,0.9999750936605528
3.6585658565856586e-07,0.9999750670435251
3.6600660066006597e-07,0.9999750402681965
3.6615661566156613e-07,0.9999750133290467
3.663066306630663e-07,0.9999749862202824
3.6645664566456645e-07,0.9999749589358189
3.666066606660666e-07,0.9999749314692622
3.667566756675668e-07,0.999974903813889
3.669066906690669e-07,0.9999748759626248
3.6705670567056704e-07,0.9999748479080215
3.672067206720672e-07,0.9999748196422312
3.673567356735673e-07,0.99997479115698
3.675067506750675e-07,0.9999747624435382
3.6765676567656764e-07,0.9999747334926885
3.678067806780678e-07,0.9999747042946912
3.6795679567956796e-07,0.9999746748392474
3.681068106810681e-07,0.9999746451154576
3.682568256825682e-07,0.9999746151117773
3.684068406840684e-07,0.9999745848159685
3.6855685568556855e-07,0.999974554215047
3.687068706870687e-07,0.999974523295225
3.688568856885688e-07,0.9999744920418469
3.69006900690069e-07,0.9999744604393205
3.6915691569156914e-07,0.9999744284710416
3.693069306930693e-07,0.9999743961193089
3.6945694569456946e-07,0.9999743633652333
3.696069606960696e-07,0.9999743301886358
3.6975697569756973e-07,0.9999742965679357
3.699069906990699e-07,0.9999742624800265
3.7005700570057005e-07,0.9999742279001389
3.702070207020702e-07,0.999974192801688
3.703570357035703e-07,0.9999741571561043
3.705070507050705e-07,0.9999741209326445
3.7065706570657064e-07,0.9999740840981809
3.708070807080708e-07,0.9999740466169659
3.7095709570957097e-07,0.9999740084503671
3.7110711071107113e-07,0.9999739695565705
3.7125712571257124e-07,0.9999739298902467
3.714071407140714e-07,0.9999738894021725
3.7155715571557156e-07,0.9999738480388037
3.7170717071707167e-07,0.9999738057417914
3.7185718571857183e-07,0.9999737624474289
3.72007200720072e-07,0.9999737180860236
3.7215721572157215e-07,0.9999736725811766
3.723072307230723e-07,0.9999736258489555
3.7245724572457247e-07,0.9999735777969432
3.726072607260726e-07,0.9999735283231374
3.7275727572757274e-07,0.9999734773146742
3.729072907290729e-07,0.9999734246463444
3.7305730573057306e-07,0.9999733701788562
3.7320732073207317e-07,0.999973313756799
3.7335733573357333e-07,0.9999732552062417
3.735073507350735e-07,0.9999731943318898
3.7365736573657365e-07,0.9999731309137004
3.738073807380738e-07,0.999973064702834
3.73957395739574e-07,0.9999729954167847
3.741074107410741e-07,0.9999729227334867
3.7425742574257424e-07,0.9999728462841386
3.744074407440744e-07,0.9999727656444064
3.745574557455745e-07,0.9999726803235628
3.747074707470747e-07,0.9999725897509725
3.7485748574857484e-07,0.9999724932591377
3.75007500750075e-07,0.9999723900622339
3.7515751575157516e-07,0.9999722792286745
3.753075307530753e-07,0.9999721596456704
3.7545754575457543e-07,0.9999720299729212
3.756075607560756e-07,0.9999718885813389
3.7575757575757575e-07,0.9999717334708395
3.759075907590759e-07,0.9999715621583581
3.76057605760576e-07,0.9999713715226931
3.762076207620762e-07,0.9999711575854329
3.7635763576357634e-07,0.9999709151949789
3.765076507650765e-07,0.9999706375596775
3.7665766576657666e-07,0.9999703155387272
3.768076807680768e-07,0.9999699365303583
3.7695769576957693e-07,0.9999694826625463
3.771077107710771e-07,0.9999689277161871
3.7725772577257725e-07,0.9999682316077845
3.774077407740774e-07,0.9999673298292292
3.775577557755775e-07,0.9999661115007544
3.777077707770777e-07,0.9999643685743058
3.7785778577857784e-07,0.9999616595313158
3.78007800780078e-07,0.9999568541755292
3.7815781578157817e-07,0.9999459326005686
3.7830783078307833e-07,0.9998963872707306
3.7845784578457844e-07,1.0000742478330777
3.786078607860786e-07,1.000004285918664
3.7875787578757876e-07,0.9999917570466745
3.7890789078907887e-07,0.9999865094882697
3.7905790579057903e-07,0.9999836185035995
3.792079207920792e-07,0.9999817834445415
3.7935793579357935e-07,0.9999805120765998
3.795079507950795e-07,0.999979576965589
3.7965796579657967e-07,0.9999788585227993
3.798079807980798e-07,0.9999782878565584
3.7995799579957994e-07,0.9999778224817053
3.801080108010801e-07,0.9999774347737993
3.8025802580258026e-07,0.9999771059940282
3.8040804080408037e-07,0.9999768229824497
3.8055805580558053e-07,0.9999765762256555
3.807080708070807e-07,0.9999763586755585
3.8085808580858085e-07,0.9999761649993973
3.81008100810081e-07,0.9999759910878313
3.811581158115812e-07,0.9999758337231308
3.813081308130813e-07,0.9999756903498006
3.8145814581458144e-07,0.9999755589125502
3.816081608160816e-07,0.9999754377396174
3.8175817581758177e-07,0.9999753254572948
3.819081908190819e-07,0.99997522092634
3.8205820582058204e-07,0.9999751231939985
3.822082208220822e-07,0.9999750314573459
3.8235823582358236e-07,0.9999749450349483
3.825082508250825e-07,0.9999748633447217
3.826582658265827e-07,0.9999747858864626
3.828082808280828e-07,0.9999747122279392
3.8295829582958295e-07,0.9999746419937255
3.831083108310831e-07,0.9999745748561656
3.832583258325832e-07,0.99997451052801
3.834083408340834e-07,0.9999744487563731
3.8355835583558354e-07,0.9999743893177439
3.837083708370837e-07,0.9999743320138408
3.8385838583858386e-07,0.9999742766681493
3.84008400840084e-07,0.9999742231230154
3.8415841584158413e-07,0.9999741712371915
3.843084308430843e-07,0.9999741208837564
3.8445844584458445e-07,0.9999740719483438
3.846084608460846e-07,0.9999740243276274
3.847584758475847e-07,0.9999739779280197
3.849084908490849e-07,0.9999739326645519
3.8505850585058504e-07,0.9999738884599026
3.852085208520852e-07,0.9999738452435579
3.8535853585358537e-07,0.9999738029510771
3.8550855085508553e-07,0.9999737615234529
3.8565856585658564e-07,0.9999737209065509
3.858085808580858e-07,0.9999736810506167
3.8595859585958596e-07,0.999973641909841
3.8610861086108607e-07,0.9999736034419766
3.8625862586258623e-07,0.9999735656079989
3.864086408640864e-07,0.9999735283718043
3.8655865586558655e-07,0.9999734916999414
3.867086708670867e-07,0.9999734555613722
3.8685868586858687e-07,0.9999734199272583
3.87008700870087e-07,0.9999733847707695
3.8715871587158714e-07,0.9999733500669111
3.873087308730873e-07,0.9999733157923714
3.8745874587458746e-07,0.99997328192538
3.8760876087608757e-07,0.9999732484455844
3.8775877587758773e-07,0.9999732153339354
3.879087908790879e-07,0.9999731825725844
3.8805880588058805e-07,0.9999731501447908
3.882088208820882e-07,0.9999731180348371
3.883588358835884e-07,0.9999730862279512
3.885088508850885e-07,0.9999730547102376
3.8865886588658864e-07,0.9999730234686122
3.888088808880888e-07,0.9999729924907443
3.8895889588958897e-07,0.9999729617650035
3.891089108910891e-07,0.9999729312804102
3.8925892589258924e-07,0.9999729010265904
3.894089408940894e-07,0.9999728709937354
3.8955895589558956e-07,0.999972841172563
3.897089708970897e-07,0.999972811554283
3.898589858985899e-07,0.999972782130565
3.9000900090009e-07,0.9999727528935081
3.9015901590159015e-07,0.9999727238356148
3.903090309030903e-07,0.9999726949497643
3.904590459045904e-07,0.9999726662291897
3.906090609060906e-07,0.9999726376674564
3.9075907590759074e-07,0.9999726092584418
3.909090909090909e-07,0.9999725809963161
3.9105910591059106e-07,0.9999725528755258
3.912091209120912e-07,0.9999725248907769
3.9135913591359133e-07,0.9999724970370203
3.915091509150915e-07,0.9999724693094376
3.9165916591659165e-07,0.9999724417034278
3.918091809180918e-07,0.9999724142145958
3.919591959195919e-07,0.9999723868387405
3.921092109210921e-07,0.9999723595718439
3.9225922592259224e-07,0.9999723324100623
3.924092409240924e-07,0.9999723053497158
3.9255925592559257e-07,0.9999722783872803
3.9270927092709273e-07,0.9999722515193792
3.9285928592859284e-07,0.9999722247427755
3.93009300930093e-07,0.999972198054365
3.9315931593159316e-07,0.9999721714511691
3.9330933093309327e-07,0.9999721449303294
3.9345934593459343e-07,0.9999721184891003
3.936093609360936e-07,0.9999720921248448
3.9375937593759375e-07,0.9999720658350284
3.939093909390939e-07,0.9999720396172143
3.9405940594059407e-07,0.9999720134690588
3.942094209420942e-07,0.9999719873883073
3.9435943594359434e-07,0.9999719613727889
3.945094509450945e-07,0.999971935420414
3.9465946594659466e-07,0.9999719095291694
3.9480948094809477e-07,0.9999718836971152
3.9495949594959493e-07,0.9999718579223821
3.951095109510951e-07,0.999971832203167
3.9525952595259525e-07,0.999971806537731
3.954095409540954e-07,0.9999717809243963
3.955595559555956e-07,0.9999717553615435
3.957095709570957e-07,0.999971729847609
3.9585958595859584e-07,0.9999717043810826
3.96009600960096e-07,0.9999716789605054
3.9615961596159617e-07,0.9999716535844677
3.963096309630963e-07,0.9999716282516067
3.9645964596459644e-07,0.9999716029606044
3.966096609660966e-07,0.999971577710186
3.9675967596759676e-07,0.9999715524991185
3.969096909690969e-07,0.9999715273262084
3.970597059705971e-07,0.9999715021903002
3.972097209720972e-07,0.9999714770902751
3.9735973597359735e-07,0.9999714520250494
3.975097509750975e-07,0.9999714269935736
3.976597659765976e-07,0.99997140199483
3.978097809780978e-07,0.9999713770278327
3.9795979597959794e-07,0.9999713520916254
3.981098109810981e-07,0.9999713271852808
3.9825982598259826e-07,0.9999713023078995
3.984098409840984e-07,0.9999712774586089
3.9855985598559853e-07,0.9999712526365617
3.987098709870987e-07,0.9999712278409358
3.9885988598859885e-07,0.9999712030709329
3.99009900990099e-07,0.9999711783257776
3.991599159915991e-07,0.9999711536047169
3.993099309930993e-07,0.9999711289070187
3.9945994599459944e-07,0.9999711042319721
3.996099609960996e-07,0.9999710795788858
3.9975997599759977e-07,0.9999710549470875
3.9990999099909993e-07,0.9999710303359239
