600.0,-72.37
600.4,-70.73
600.8,-73.05
601.2,-210.0
601.6,-73.1
602.0,-210.0
602.4,-68.6
602.8,-71.53
603.2,-70.02
603.6,-72.06
604.0,-210.0
604.4,-74.87
604.8,-69.26
605.2,-77.48
605.6,-76.04
606.0,-69.75
606.4,-68.42
606.8,-210.0
607.2,-210.0
607.6,-210.0
608.0,-74.66
608.4,-76.89
608.8,-84.71
609.2,-74.73
609.6,-76.3
610.0,-210.0
610.4,-72.5
610.8,-71.6
611.2,-71.04
611.6,-73.41
612.0,-73.13
612.4,-80.15
612.8,-84.95
613.2,-72.18
613.6,-69.81
614.0,-72.46
614.4,-210.0
614.8,-69.88
615.2,-71.28
615.6,-72.8
616.0,-75.59
616.4,-77.37
616.8,-78.19
617.2,-68.58
617.6,-75.68
618.0,-69.69
618.4,-69.83
618.8,-71.87
619.2,-210.0
619.6,-70.43
620.0,-70.05
620.4,-79.37
620.8,-68.98
621.2,-80.67
621.6,-75.05
622.0,-210.0
622.4,-79.49
622.8,-210.0
623.2,-74.43
623.6,-75.18
624.0,-70.84
624.4,-72.22
624.8,-210.0
625.2,-73.93
625.6,-210.0
626.0,-68.34
626.4,-69.97
626.8,-71.02
627.2,-79.79
627.6,-69.82
628.0,-76.83
628.4,-73.85
628.8,-70.47
629.2,-70.14
629.6,-210.0
630.0,-69.87
630.4,-69.69
630.8,-74.29
631.2,-71.46
631.6,-72.69
632.0,-71.37
632.4,-73.17
632.8,-73.2
633.2,-70.44
633.6,-70.94
634.0,-70.05
634.4,-69.98
634.8,-68.49
635.2,-72.95
635.6,-70.61
636.0,-73.65
636.4,-69.84
636.8,-75.03
637.2,-67.49
637.6,-69.74
638.0,-71.96
638.4,-69.63
638.8,-71.59
639.2,-68.82
639.6,-70.79
640.0,-74.97
640.4,-68.45
640.8,-69.57
641.2,-69.94
641.6,-67.8
642.0,-70.01
642.4,-69.97
642.8,-68.54
643.2,-69.32
643.6,-68.61
644.0,-70.02
644.4,-67.45
644.8,-69.93
645.2,-68.57
645.6,-68.0
646.0,-68.47
646.4,-67.92
646.8,-67.77
647.2,-68.81
647.6,-67.65
648.0,-67.04
648.4,-67.76
648.8,-68.29
649.2,-70.58
649.6,-66.96
650.0,-68.58
650.4,-67.79
650.8,-68.27
651.2,-68.87
651.6,-66.35
652.0,-68.43
652.4,-68.88
652.8,-69.31
653.2,-68.44
653.6,-67.04
654.0,-67.69
654.4,-67.48
654.8,-68.73
655.2,-68.07
655.6,-67.49
656.0,-67.75
656.4,-68.53
656.8,-67.54
657.2,-67.11
657.6,-67.46
658.0,-66.47
658.4,-67.9
658.8,-68.1
659.2,-68.24
659.6,-67.08
660.0,-67.78
660.4,-67.09
660.8,-66.8
661.2,-68.94
661.6,-66.83
662.0,-67.2
662.4,-67.01
662.8,-67.09
663.2,-66.66
663.6,-66.59
664.0,-67.92
664.4,-68.4
664.8,-68.06
665.2,-67.28
665.6,-66.27
666.0,-66.76
666.4,-66.76
666.8,-65.91
667.2,-66.11
667.6,-66.49
668.0,-66.05
668.4,-66.49
668.8,-67.4
669.2,-67.13
669.6,-67.28
670.0,-66.65
670.4,-66.35
670.8,-66.57
671.2,-67.46
671.6,-66.74
672.0,-66.46
672.4,-66.95
672.8,-67.24
673.2,-67.05
673.6,-67.09
674.0,-66.75
674.4,-66.44
674.8,-66.7
675.2,-66.53
675.6,-67.51
676.0,-67.17
676.4,-66.16
676.8,-66.28
677.2,-66.38
677.6,-66.34
678.0,-67.23
678.4,-66.47
678.8,-66.52
679.2,-65.78
679.6,-66.77
680.0,-66.45
680.4,-66.48
680.8,-66.44
681.2,-65.93
681.6,-66.63
682.0,-66.03
682.4,-65.38
682.8,-66.31
683.2,-66.54
683.6,-66.17
684.0,-66.74
684.4,-66.63
684.8,-66.25
685.2,-66.76
685.6,-66.34
686.0,-65.83
686.4,-66.33
686.8,-66.96
687.2,-65.82
687.6,-65.75
688.0,-66.77
688.4,-66.34
688.8,-66.68
689.2,-65.91
689.6,-66.82
690.0,-65.96
690.4,-65.63
690.8,-65.68
691.2,-65.67
691.6,-66.61
692.0,-65.66
692.4,-65.35
692.8,-66.14
693.2,-65.64
693.6,-67.03
694.0,-65.69
694.4,-65.62
694.8,-66.49
695.2,-65.25
695.6,-65.79
696.0,-66.87
696.4,-66.15
696.8,-66.15
697.2,-66.52
697.6,-65.12
698.0,-65.43
698.4,-66.15
698.8,-65.23
699.2,-65.53
699.6,-65.82
700.0,-66.13
700.4,-65.68
700.8,-66.69
701.2,-66.08
701.6,-66.25
702.0,-66.17
702.4,-65.53
702.8,-66.16
703.2,-66.05
703.6,-66.32
704.0,-65.6
704.4,-66.98
704.8,-65.19
705.2,-64.95
705.6,-66.15
706.0,-66.08
706.4,-65.19
706.8,-65.44
707.2,-65.1
707.6,-65.99
708.0,-65.88
708.4,-66.92
708.8,-65.75
709.2,-66.67
709.6,-65.18
710.0,-65.48
710.4,-65.82
710.8,-65.68
711.2,-66.25
711.6,-65.12
712.0,-66.49
712.4,-67.01
712.8,-66.37
713.2,-65.66
713.6,-65.98
714.0,-65.94
714.4,-65.71
714.8,-65.71
715.2,-65.73
715.6,-65.7
716.0,-65.19
716.4,-65.04
716.8,-65.07
717.2,-64.77
717.6,-65.55
718.0,-65.51
718.4,-65.83
718.8,-65.44
719.2,-65.41
719.6,-65.69
720.0,-65.91
720.4,-65.84
720.8,-65.33
721.2,-65.36
721.6,-65.45
722.0,-65.56
722.4,-65.92
722.8,-65.43
723.2,-65.34
723.6,-66.01
724.0,-65.7
724.4,-65.07
724.8,-64.9
725.2,-65.86
725.6,-65.76
726.0,-66.23
726.4,-65.98
726.8,-65.48
727.2,-65.55
727.6,-64.96
728.0,-65.29
728.4,-66.36
728.8,-65.75
729.2,-65.08
729.6,-65.28
730.0,-65.74
730.4,-66.01
730.8,-65.15
731.2,-66.37
731.6,-65.44
732.0,-65.72
732.4,-65.46
732.8,-64.54
733.2,-65.21
733.6,-65.71
734.0,-65.33
734.4,-65.7
734.8,-65.73
735.2,-65.57
735.6,-65.22
736.0,-65.89
736.4,-65.15
736.8,-65.46
737.2,-65.3
737.6,-65.35
738.0,-65.7
738.4,-65.03
738.8,-65.22
739.2,-65.25
739.6,-64.91
740.0,-65.39
740.4,-65.12
740.8,-64.95
741.2,-66.39
741.6,-64.75
742.0,-65.23
742.4,-65.57
742.8,-66.92
743.2,-66.46
743.6,-65.8
744.0,-64.76
744.4,-65.04
744.8,-65.93
745.2,-65.52
745.6,-65.08
746.0,-66.13
746.4,-65.81
746.8,-64.91
747.2,-65.6
747.6,-65.98
748.0,-65.34
748.4,-65.66
748.8,-66.11
